Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINFUT;25/08/2020;16:00:00;102.010;102.040;101.890;101.900;1.521.296.808,48;74.591
WINFUT;25/08/2020;15:55:00;102.055;102.060;101.920;102.015;1.748.466.823,83;85.711
WINFUT;25/08/2020;15:50:00;101.990;102.060;101.950;102.055;1.413.236.876,87;69.272
WINFUT;25/08/2020;15:45:00;101.825;102.035;101.770;101.985;3.061.223.634,22;150.202
WINFUT;25/08/2020;15:40:00;101.925;101.970;101.800;101.820;1.715.776.150,35;84.186
WINFUT;25/08/2020;15:35:00;101.930;101.945;101.840;101.920;1.847.926.331,29;90.683
WINFUT;25/08/2020;15:30:00;101.955;101.995;101.910;101.925;1.365.495.483,16;66.969
WINFUT;25/08/2020;15:25:00;102.085;102.100;101.945;101.955;2.106.036.049,11;103.221
WINFUT;25/08/2020;15:20:00;101.865;102.095;101.815;102.080;3.120.522.509,09;153.000
WINFUT;25/08/2020;15:15:00;101.950;101.955;101.730;101.865;4.011.088.681,29;196.949
WINFUT;25/08/2020;15:10:00;101.955;102.065;101.910;101.950;2.614.191.889,63;128.159
WINFUT;25/08/2020;15:05:00;102.120;102.135;101.860;101.960;3.888.552.035,45;190.673
WINFUT;25/08/2020;15:00:00;102.135;102.160;102.060;102.115;2.335.094.000,48;114.343
WINFUT;25/08/2020;14:55:00;102.285;102.315;102.115;102.135;2.948.568.969,50;144.230
WINFUT;25/08/2020;14:50:00;102.420;102.505;102.270;102.285;3.725.117.904,06;181.928
WINFUT;25/08/2020;14:45:00;102.415;102.520;102.385;102.425;2.446.368.120,23;119.402
WINFUT;25/08/2020;14:40:00;102.425;102.470;102.380;102.415;1.937.391.922,70;94.588
WINFUT;25/08/2020;14:35:00;102.390;102.450;102.365;102.425;1.948.382.104,87;95.127
WINFUT;25/08/2020;14:30:00;102.240;102.420;102.215;102.395;3.155.712.236,60;154.232
WINFUT;25/08/2020;14:25:00;102.155;102.250;102.110;102.235;1.625.360.249,01;79.539
WINFUT;25/08/2020;14:20:00;102.125;102.165;102.105;102.160;968.147.550,29;47.395
WINFUT;25/08/2020;14:15:00;102.085;102.145;102.035;102.125;1.273.781.068,81;62.378
WINFUT;25/08/2020;14:10:00;102.060;102.115;102.020;102.085;1.551.006.548,89;75.984
WINFUT;25/08/2020;14:05:00;102.105;102.130;102.050;102.065;1.374.737.821,29;67.331
WINFUT;25/08/2020;14:00:00;102.150;102.185;102.105;102.105;857.499.662,66;41.973
WINFUT;25/08/2020;13:55:00;102.170;102.210;102.140;102.145;777.355.167,47;38.040
WINFUT;25/08/2020;13:50:00;102.185;102.220;102.120;102.170;1.236.901.741,26;60.531
WINFUT;25/08/2020;13:45:00;102.125;102.200;102.115;102.190;1.023.079.665,10;50.068
WINFUT;25/08/2020;13:40:00;102.095;102.150;102.080;102.130;743.921.173,98;36.425
WINFUT;25/08/2020;13:35:00;102.100;102.135;102.075;102.095;1.081.237.989,96;52.947
WINFUT;25/08/2020;13:30:00;102.225;102.235;102.070;102.095;1.942.688.244,68;95.103
WINFUT;25/08/2020;13:25:00;102.215;102.275;102.210;102.225;1.168.792.013,24;57.157
WINFUT;25/08/2020;13:20:00;102.170;102.225;102.140;102.220;809.434.559,95;39.605
WINFUT;25/08/2020;13:15:00;102.135;102.220;102.120;102.165;1.214.585.513,92;59.435
WINFUT;25/08/2020;13:10:00;102.205;102.210;102.100;102.130;1.481.229.733,86;72.504
WINFUT;25/08/2020;13:05:00;102.215;102.250;102.155;102.205;1.190.220.530,56;58.229
WINFUT;25/08/2020;13:00:00;102.235;102.275;102.195;102.215;1.296.366.788,12;63.405
WINFUT;25/08/2020;12:55:00;102.170;102.265;102.125;102.235;1.671.440.486,64;81.780
WINFUT;25/08/2020;12:50:00;102.155;102.255;102.145;102.170;2.044.881.585,16;100.042
WINFUT;25/08/2020;12:45:00;102.075;102.170;102.030;102.155;1.398.478.123,62;68.485
WINFUT;25/08/2020;12:40:00;102.085;102.185;102.035;102.070;1.820.216.418,84;89.127
WINFUT;25/08/2020;12:35:00;102.095;102.210;102.050;102.085;2.003.529.158,55;98.093
WINFUT;25/08/2020;12:30:00;102.055;102.130;102.015;102.100;1.813.815.295,75;88.849
WINFUT;25/08/2020;12:25:00;102.150;102.170;101.925;102.055;2.867.759.670,33;140.543
WINFUT;25/08/2020;12:20:00;102.130;102.160;102.020;102.145;1.794.678.570,47;87.902
WINFUT;25/08/2020;12:15:00;102.195;102.215;102.105;102.125;1.435.304.283,16;70.248
WINFUT;25/08/2020;12:10:00;102.045;102.210;102.005;102.200;2.079.513.992,67;101.827
WINFUT;25/08/2020;12:05:00;102.040;102.130;101.970;102.050;2.502.849.900,94;122.628
WINFUT;25/08/2020;12:00:00;102.130;102.195;102.030;102.045;2.166.605.620,95;106.079
WINFUT;25/08/2020;11:55:00;102.135;102.185;102.000;102.130;2.184.202.605,21;106.965
WINFUT;25/08/2020;11:50:00;102.135;102.165;102.035;102.130;1.867.339.027,53;91.444
WINFUT;25/08/2020;11:45:00;102.355;102.360;101.975;102.135;5.845.896.880,21;286.198
WINFUT;25/08/2020;11:40:00;102.425;102.480;102.320;102.355;3.094.101.146,77;151.064
WINFUT;25/08/2020;11:35:00;102.290;102.430;102.265;102.425;2.383.246.987,23;116.413
WINFUT;25/08/2020;11:30:00;102.280;102.295;102.170;102.290;2.120.398.561,28;103.705
WINFUT;25/08/2020;11:25:00;102.340;102.365;102.185;102.280;2.587.257.369,16;126.489
WINFUT;25/08/2020;11:20:00;102.295;102.365;102.220;102.340;2.045.457.563,17;99.972
WINFUT;25/08/2020;11:15:00;102.145;102.315;102.140;102.295;2.139.531.547,54;104.615
WINFUT;25/08/2020;11:10:00;102.160;102.265;102.070;102.145;2.602.665.826,37;127.354
WINFUT;25/08/2020;11:05:00;102.140;102.215;102.045;102.160;2.853.945.898,08;139.729
WINFUT;25/08/2020;11:00:00;102.315;102.345;102.050;102.140;4.253.453.645,72;208.165
WINFUT;25/08/2020;10:55:00;102.240;102.325;102.145;102.310;2.575.488.216,94;125.978
WINFUT;25/08/2020;10:50:00;102.395;102.395;102.235;102.240;2.462.629.766,30;120.370
WINFUT;25/08/2020;10:45:00;102.130;102.395;102.115;102.395;3.328.720.258,08;162.729
WINFUT;25/08/2020;10:40:00;102.220;102.300;102.070;102.135;4.922.693.757,56;240.862
WINFUT;25/08/2020;10:35:00;102.560;102.625;102.220;102.230;4.633.468.897,39;226.182
WINFUT;25/08/2020;10:30:00;102.575;102.645;102.500;102.565;4.041.722.813,74;197.029
WINFUT;25/08/2020;10:25:00;102.605;102.685;102.560;102.570;3.076.726.187,46;149.904
WINFUT;25/08/2020;10:20:00;102.810;102.870;102.580;102.605;3.609.458.586,29;175.663
WINFUT;25/08/2020;10:15:00;102.725;102.850;102.665;102.815;3.806.881.366,23;185.225
WINFUT;25/08/2020;10:10:00;102.820;102.835;102.700;102.725;3.432.464.158,68;167.005
WINFUT;25/08/2020;10:05:00;102.845;102.895;102.800;102.815;2.608.947.346,48;126.839
WINFUT;25/08/2020;10:00:00;102.975;103.090;102.845;102.845;4.339.210.729,93;210.659
WINFUT;25/08/2020;09:55:00;102.965;103.025;102.940;102.970;1.197.597.890,63;58.143
WINFUT;25/08/2020;09:50:00;103.005;103.010;102.940;102.960;926.871.980,64;45.004
WINFUT;25/08/2020;09:45:00;102.970;103.050;102.910;103.005;2.767.052.655,72;134.337
WINFUT;25/08/2020;09:40:00;102.910;102.970;102.900;102.970;1.876.028.900,64;91.132
WINFUT;25/08/2020;09:35:00;102.810;102.915;102.785;102.905;1.466.522.857,64;71.291
WINFUT;25/08/2020;09:30:00;102.795;102.835;102.780;102.810;1.059.443.754,64;51.524
WINFUT;25/08/2020;09:25:00;102.755;102.815;102.735;102.800;805.912.489,90;39.206
WINFUT;25/08/2020;09:20:00;102.755;102.815;102.735;102.760;894.366.805,19;43.514
WINFUT;25/08/2020;09:15:00;102.745;102.790;102.700;102.755;1.357.261.217,99;66.055
WINFUT;25/08/2020;09:10:00;102.840;102.870;102.735;102.745;1.574.933.760,21;76.608
WINFUT;25/08/2020;09:05:00;102.745;102.855;102.695;102.840;1.762.318.381,96;85.733
WINFUT;25/08/2020;09:00:00;102.835;102.835;102.670;102.745;1.679.422.651,65;81.730
WINFUT;24/08/2020;17:50:00;102.590;102.620;102.495;102.550;800.473.672,80;39.022
WINFUT;24/08/2020;17:45:00;102.510;102.600;102.465;102.585;955.927.388,07;46.617
WINFUT;24/08/2020;17:40:00;102.450;102.520;102.435;102.510;516.713.863,62;25.212
WINFUT;24/08/2020;17:35:00;102.455;102.490;102.425;102.455;559.745.819,27;27.316
WINFUT;24/08/2020;17:30:00;102.450;102.460;102.410;102.455;476.102.300,04;23.239
WINFUT;24/08/2020;17:25:00;102.465;102.485;102.405;102.455;611.243.170,04;29.832
WINFUT;24/08/2020;17:20:00;102.450;102.475;102.390;102.460;629.098.176,30;30.707
WINFUT;24/08/2020;17:15:00;102.465;102.480;102.430;102.450;493.621.094,30;24.090
WINFUT;24/08/2020;17:10:00;102.450;102.490;102.415;102.465;887.331.134,12;43.301
WINFUT;24/08/2020;17:05:00;102.460;102.470;102.410;102.450;880.668.266,03;42.985
WINFUT;24/08/2020;17:00:00;102.430;102.480;102.380;102.460;1.383.038.370,47;67.507
WINFUT;24/08/2020;16:55:00;102.385;102.450;102.320;102.430;1.897.316.070,05;92.662
WINFUT;24/08/2020;16:50:00;102.445;102.515;102.330;102.390;2.282.202.328,76;111.383
WINFUT;24/08/2020;16:45:00;102.465;102.485;102.415;102.445;1.337.052.302,79;65.254
WINFUT;24/08/2020;16:40:00;102.450;102.500;102.430;102.470;1.545.276.618,87;75.399
WINFUT;24/08/2020;16:35:00;102.410;102.485;102.385;102.445;2.247.273.930,26;109.688
WINFUT;24/08/2020;16:30:00;102.335;102.440;102.310;102.410;2.457.439.591,35;120.021
WINFUT;24/08/2020;16:25:00;102.265;102.350;102.220;102.340;1.604.105.176,66;78.404
WINFUT;24/08/2020;16:20:00;102.275;102.325;102.220;102.265;1.474.242.850,75;72.079
WINFUT;24/08/2020;16:15:00;102.155;102.280;102.155;102.275;1.937.098.732,59;94.741
WINFUT;24/08/2020;16:10:00;102.125;102.180;102.105;102.160;1.513.832.163,35;74.104
WINFUT;24/08/2020;16:05:00;102.220;102.220;102.125;102.125;2.150.666.828,75;105.248
WINFUT;24/08/2020;16:00:00;102.270;102.295;102.190;102.220;1.411.010.394,83;69.009
WINFUT;24/08/2020;15:55:00;102.235;102.320;102.220;102.265;1.085.112.090,01;53.050
WINFUT;24/08/2020;15:50:00;102.270;102.320;102.230;102.235;1.425.112.428,01;69.675
WINFUT;24/08/2020;15:45:00;102.275;102.370;102.260;102.265;1.652.504.192,38;80.762
WINFUT;24/08/2020;15:40:00;102.280;102.340;102.210;102.280;1.618.514.959,87;79.126
WINFUT;24/08/2020;15:35:00;102.230;102.320;102.210;102.280;1.834.112.280,05;89.678
WINFUT;24/08/2020;15:30:00;102.070;102.305;102.060;102.225;3.198.630.635,20;156.477
WINFUT;24/08/2020;15:25:00;102.045;102.095;101.975;102.075;1.617.736.583,90;79.271
WINFUT;24/08/2020;15:20:00;101.990;102.060;101.960;102.045;1.133.602.349,74;55.559
WINFUT;24/08/2020;15:15:00;102.070;102.100;101.940;101.990;3.350.777.495,47;164.243
WINFUT;24/08/2020;15:10:00;102.150;102.160;102.010;102.065;1.911.954.120,23;93.649
WINFUT;24/08/2020;15:05:00;102.130;102.170;102.070;102.150;2.003.128.382,56;98.081
WINFUT;24/08/2020;15:00:00;102.235;102.240;102.120;102.130;2.235.992.316,99;109.419
WINFUT;24/08/2020;14:55:00;102.360;102.365;102.200;102.230;2.209.610.989,61;108.007
WINFUT;24/08/2020;14:50:00;102.200;102.385;102.195;102.365;3.297.152.194,67;161.128
WINFUT;24/08/2020;14:45:00;102.125;102.250;102.120;102.205;2.190.952.894,34;107.212
WINFUT;24/08/2020;14:40:00;102.100;102.130;102.050;102.125;1.461.605.690,58;71.581
WINFUT;24/08/2020;14:35:00;102.150;102.160;102.080;102.105;1.142.536.062,87;55.944
WINFUT;24/08/2020;14:30:00;102.170;102.190;102.070;102.150;1.526.041.262,54;74.700
WINFUT;24/08/2020;14:25:00;102.150;102.265;102.115;102.165;1.929.637.681,47;94.420
WINFUT;24/08/2020;14:20:00;102.125;102.195;102.110;102.145;1.109.189.753,37;54.292
WINFUT;24/08/2020;14:15:00;102.215;102.240;102.115;102.125;1.550.097.101,87;75.845
WINFUT;24/08/2020;14:10:00;102.125;102.220;102.100;102.215;1.431.014.094,12;70.037
WINFUT;24/08/2020;14:05:00;102.130;102.150;102.060;102.125;1.404.848.062,74;68.794
WINFUT;24/08/2020;14:00:00;102.140;102.200;102.090;102.125;1.496.505.749,09;73.251
WINFUT;24/08/2020;13:55:00;102.230;102.260;102.110;102.145;1.676.044.698,72;82.015
WINFUT;24/08/2020;13:50:00;102.130;102.335;102.070;102.230;3.823.996.628,42;187.096
WINFUT;24/08/2020;13:45:00;102.090;102.160;102.040;102.135;1.473.488.184,75;72.156
WINFUT;24/08/2020;13:40:00;102.070;102.180;102.035;102.085;2.313.945.200,14;113.310
WINFUT;24/08/2020;13:35:00;102.000;102.070;101.980;102.070;1.678.102.216,77;82.234
WINFUT;24/08/2020;13:30:00;101.960;102.020;101.840;101.995;2.269.995.878,55;111.352
WINFUT;24/08/2020;13:25:00;101.990;102.000;101.905;101.955;1.537.147.640,71;75.389
WINFUT;24/08/2020;13:20:00;102.000;102.070;101.945;101.990;1.511.085.503,32;74.072
WINFUT;24/08/2020;13:15:00;102.000;102.090;101.955;102.000;2.001.971.765,56;98.113
WINFUT;24/08/2020;13:10:00;101.940;102.035;101.940;102.000;1.694.132.000,03;83.052
WINFUT;24/08/2020;13:05:00;101.960;101.975;101.905;101.940;1.167.526.561,25;57.267
WINFUT;24/08/2020;13:00:00;101.830;101.975;101.810;101.960;2.063.288.514,47;101.228
WINFUT;24/08/2020;12:55:00;101.880;101.910;101.770;101.830;2.152.104.088,79;105.664
WINFUT;24/08/2020;12:50:00;101.905;101.960;101.775;101.875;2.560.969.723,83;125.694
WINFUT;24/08/2020;12:45:00;102.045;102.060;101.795;101.905;3.222.325.708,60;158.108
WINFUT;24/08/2020;12:40:00;102.135;102.160;102.005;102.040;1.713.968.654,31;83.967
WINFUT;24/08/2020;12:35:00;102.145;102.215;102.100;102.135;1.775.292.599,19;86.890
WINFUT;24/08/2020;12:30:00;102.015;102.210;102.000;102.145;2.190.606.062,33;107.257
WINFUT;24/08/2020;12:25:00;102.100;102.150;102.005;102.015;1.874.755.775,67;91.836
WINFUT;24/08/2020;12:20:00;102.130;102.150;102.050;102.095;1.076.541.093,88;52.724
WINFUT;24/08/2020;12:15:00;102.145;102.175;102.040;102.130;1.750.436.040,81;85.713
WINFUT;24/08/2020;12:10:00;102.220;102.235;102.100;102.145;1.464.032.843,58;71.660
WINFUT;24/08/2020;12:05:00;102.125;102.265;102.090;102.215;2.106.071.426,05;103.048
WINFUT;24/08/2020;12:00:00;102.160;102.245;102.105;102.120;2.728.283.957,23;133.509
WINFUT;24/08/2020;11:55:00;101.975;102.185;101.945;102.160;3.227.500.211,64;158.116
WINFUT;24/08/2020;11:50:00;102.120;102.200;101.950;101.975;4.021.740.322,38;197.018
WINFUT;24/08/2020;11:45:00;102.300;102.305;102.070;102.120;3.257.981.261,05;159.422
WINFUT;24/08/2020;11:40:00;102.350;102.385;102.240;102.300;2.145.375.439,65;104.852
WINFUT;24/08/2020;11:35:00;102.365;102.425;102.300;102.350;1.971.309.565,11;96.294
WINFUT;24/08/2020;11:30:00;102.450;102.485;102.315;102.365;3.121.129.424,07;152.404
WINFUT;24/08/2020;11:25:00;102.630;102.685;102.450;102.450;2.625.233.131,77;127.982
WINFUT;24/08/2020;11:20:00;102.510;102.685;102.420;102.630;4.669.246.297,95;227.606
WINFUT;24/08/2020;11:15:00;102.540;102.550;102.435;102.510;2.309.396.852,11;112.665
WINFUT;24/08/2020;11:10:00;102.370;102.610;102.325;102.540;4.371.188.647,60;213.298
WINFUT;24/08/2020;11:05:00;102.230;102.375;102.215;102.375;2.513.124.518,01;122.833
WINFUT;24/08/2020;11:00:00;102.245;102.275;102.115;102.230;3.217.699.739,38;157.432
WINFUT;24/08/2020;10:55:00;102.390;102.410;102.190;102.240;2.624.349.487,68;128.296
WINFUT;24/08/2020;10:50:00;102.395;102.460;102.230;102.385;2.961.483.427,68;144.678
WINFUT;24/08/2020;10:45:00;102.355;102.525;102.310;102.395;3.139.507.161,33;153.270
WINFUT;24/08/2020;10:40:00;102.255;102.430;102.175;102.355;4.091.549.011,31;199.987
WINFUT;24/08/2020;10:35:00;102.415;102.490;102.245;102.250;3.254.273.163,00;158.925
WINFUT;24/08/2020;10:30:00;102.360;102.505;102.210;102.415;4.757.357.972,14;232.397
WINFUT;24/08/2020;10:25:00;102.450;102.520;102.275;102.355;2.766.322.778,82;135.068
WINFUT;24/08/2020;10:20:00;102.575;102.595;102.440;102.455;1.826.721.085,95;89.093
WINFUT;24/08/2020;10:15:00;102.430;102.640;102.350;102.575;4.085.286.789,27;199.279
WINFUT;24/08/2020;10:10:00;102.445;102.660;102.420;102.435;4.432.916.963,38;216.132
WINFUT;24/08/2020;10:05:00;102.415;102.530;102.300;102.445;2.924.257.164,17;142.756
WINFUT;24/08/2020;10:00:00;102.400;102.515;102.390;102.415;2.476.040.613,58;120.847
WINFUT;24/08/2020;09:55:00;102.425;102.470;102.390;102.400;1.150.225.955,99;56.148
WINFUT;24/08/2020;09:50:00;102.390;102.450;102.350;102.425;1.080.297.800,97;52.751
WINFUT;24/08/2020;09:45:00;102.390;102.435;102.340;102.390;1.173.642.998,36;57.315
WINFUT;24/08/2020;09:40:00;102.410;102.435;102.325;102.395;1.459.680.183,57;71.286
WINFUT;24/08/2020;09:35:00;102.490;102.500;102.340;102.405;1.439.974.205,25;70.303
WINFUT;24/08/2020;09:30:00;102.485;102.525;102.425;102.490;738.723.655,89;36.043
WINFUT;24/08/2020;09:25:00;102.490;102.515;102.445;102.485;662.784.357,78;32.338
WINFUT;24/08/2020;09:20:00;102.390;102.530;102.380;102.490;1.357.841.050,02;66.251
WINFUT;24/08/2020;09:15:00;102.545;102.560;102.385;102.390;1.523.798.985,46;74.363
WINFUT;24/08/2020;09:10:00;102.525;102.585;102.510;102.550;915.603.587,50;44.646
WINFUT;24/08/2020;09:05:00;102.675;102.715;102.515;102.525;1.597.727.189,51;77.864
WINFUT;24/08/2020;09:00:00;102.610;102.950;102.575;102.670;2.166.466.313,83;105.465
WINFUT;21/08/2020;17:50:00;101.395;101.500;101.350;101.350;495.181.489,34;24.414
WINFUT;21/08/2020;17:45:00;101.585;101.610;101.380;101.400;951.527.055,09;46.889
WINFUT;21/08/2020;17:40:00;101.595;101.610;101.510;101.580;570.726.657,44;28.097
WINFUT;21/08/2020;17:35:00;101.540;101.600;101.485;101.590;813.634.791,04;40.067
WINFUT;21/08/2020;17:30:00;101.580;101.615;101.525;101.535;907.969.522,44;44.699
WINFUT;21/08/2020;17:25:00;101.625;101.650;101.545;101.585;567.153.060,39;27.910
WINFUT;21/08/2020;17:20:00;101.625;101.675;101.615;101.625;426.463.848,31;20.979
WINFUT;21/08/2020;17:15:00;101.615;101.675;101.570;101.630;830.049.607,27;40.840
WINFUT;21/08/2020;17:10:00;101.575;101.700;101.565;101.610;1.243.147.997,39;61.159
WINFUT;21/08/2020;17:05:00;101.640;101.650;101.565;101.580;1.202.958.588,81;59.196
WINFUT;21/08/2020;17:00:00;101.685;101.720;101.620;101.640;1.660.422.155,58;81.659
WINFUT;21/08/2020;16:55:00;101.580;101.705;101.580;101.685;1.717.458.341,42;84.488
WINFUT;21/08/2020;16:50:00;101.545;101.605;101.505;101.575;1.821.884.632,97;89.700
WINFUT;21/08/2020;16:45:00;101.455;101.545;101.425;101.545;1.339.300.601,82;65.982
WINFUT;21/08/2020;16:40:00;101.390;101.555;101.390;101.450;2.793.150.019,34;137.629
WINFUT;21/08/2020;16:35:00;101.285;101.400;101.270;101.395;1.294.588.277,19;63.872
WINFUT;21/08/2020;16:30:00;101.345;101.345;101.260;101.280;1.274.076.357,89;62.890
WINFUT;21/08/2020;16:25:00;101.360;101.415;101.280;101.340;1.614.634.588,92;79.654
WINFUT;21/08/2020;16:20:00;101.365;101.390;101.305;101.360;1.164.918.393,25;57.472
WINFUT;21/08/2020;16:15:00;101.270;101.435;101.220;101.360;2.332.082.419,56;115.062
WINFUT;21/08/2020;16:10:00;101.260;101.325;101.250;101.270;953.029.548,12;47.047
WINFUT;21/08/2020;16:05:00;101.315;101.335;101.240;101.265;1.009.042.466,95;49.815
WINFUT;21/08/2020;16:00:00;101.290;101.410;101.255;101.320;1.682.438.610,92;83.024
WINFUT;21/08/2020;15:55:00;101.330;101.370;101.250;101.295;1.162.669.203,22;57.379
WINFUT;21/08/2020;15:50:00;101.255;101.390;101.230;101.325;1.693.371.823,09;83.555
WINFUT;21/08/2020;15:45:00;101.275;101.340;101.205;101.255;1.345.929.068,95;66.452
WINFUT;21/08/2020;15:40:00;101.260;101.310;101.210;101.275;1.346.426.869,96;66.482
WINFUT;21/08/2020;15:35:00;101.320;101.440;101.245;101.265;2.492.193.018,92;122.971
WINFUT;21/08/2020;15:30:00;101.085;101.400;101.065;101.315;4.192.350.001,12;206.958
WINFUT;21/08/2020;15:25:00;100.995;101.100;100.965;101.085;2.041.296.721,31;101.021
WINFUT;21/08/2020;15:20:00;100.965;101.010;100.935;101.000;1.289.627.003,16;63.862
WINFUT;21/08/2020;15:15:00;100.900;100.970;100.840;100.960;1.489.488.569,14;73.802
WINFUT;21/08/2020;15:10:00;100.860;100.935;100.790;100.900;1.910.752.565,42;94.715
WINFUT;21/08/2020;15:05:00;100.890;100.935;100.790;100.860;1.640.820.153,40;81.340
WINFUT;21/08/2020;15:00:00;100.795;100.920;100.685;100.890;2.658.530.820,57;131.883
WINFUT;21/08/2020;14:55:00;100.865;100.870;100.710;100.795;2.686.353.839,99;133.288
WINFUT;21/08/2020;14:50:00;101.075;101.085;100.845;100.860;1.983.881.772,48;98.265
WINFUT;21/08/2020;14:45:00;100.950;101.135;100.890;101.080;3.078.135.990,71;152.357
WINFUT;21/08/2020;14:40:00;100.825;100.965;100.790;100.945;2.299.271.637,19;113.954
WINFUT;21/08/2020;14:35:00;100.665;100.865;100.615;100.825;2.437.302.741,29;120.950
WINFUT;21/08/2020;14:30:00;100.865;100.875;100.490;100.665;4.751.414.663,81;236.020
WINFUT;21/08/2020;14:25:00;101.000;101.000;100.855;100.865;1.861.827.202,68;92.251
WINFUT;21/08/2020;14:20:00;101.005;101.060;100.955;100.995;1.043.988.179,51;51.679
WINFUT;21/08/2020;14:15:00;100.995;101.030;100.950;101.010;991.117.712,72;49.068
WINFUT;21/08/2020;14:10:00;100.945;101.060;100.895;100.990;1.456.459.201,64;72.117
WINFUT;21/08/2020;14:05:00;101.005;101.020;100.895;100.950;1.213.645.703,03;60.108
WINFUT;21/08/2020;14:00:00;100.965;101.010;100.825;101.005;3.050.911.263,35;151.170
WINFUT;21/08/2020;13:55:00;101.105;101.110;100.950;100.960;1.361.611.277,22;67.384
WINFUT;21/08/2020;13:50:00;101.065;101.145;101.005;101.100;1.143.562.716,98;56.574
WINFUT;21/08/2020;13:45:00;101.030;101.075;100.990;101.065;1.430.219.475,24;70.782
WINFUT;21/08/2020;13:40:00;101.105;101.105;101.000;101.025;1.459.958.146,68;72.236
WINFUT;21/08/2020;13:35:00;101.050;101.150;101.020;101.105;1.547.708.495,97;76.549
WINFUT;21/08/2020;13:30:00;101.350;101.355;100.935;101.050;2.906.437.423,12;143.660
WINFUT;21/08/2020;13:25:00;101.265;101.370;101.240;101.350;1.172.944.502,38;57.888
WINFUT;21/08/2020;13:20:00;101.270;101.330;101.225;101.260;1.166.728.105,29;57.601
WINFUT;21/08/2020;13:15:00;101.205;101.290;101.175;101.270;994.758.001,75;49.131
WINFUT;21/08/2020;13:10:00;101.240;101.300;101.160;101.205;1.279.212.882,97;63.190
WINFUT;21/08/2020;13:05:00;101.150;101.300;101.150;101.235;1.451.481.222,52;71.693
WINFUT;21/08/2020;13:00:00;101.140;101.195;101.085;101.155;1.324.015.135,64;65.453
WINFUT;21/08/2020;12:55:00;101.230;101.330;101.100;101.135;2.293.776.474,01;113.321
WINFUT;21/08/2020;12:50:00;101.370;101.380;101.170;101.230;1.620.692.708,02;80.006
WINFUT;21/08/2020;12:45:00;101.310;101.390;101.275;101.370;1.674.388.710,81;82.621
WINFUT;21/08/2020;12:40:00;101.295;101.340;101.255;101.305;1.225.520.086,16;60.492
WINFUT;21/08/2020;12:35:00;101.270;101.330;101.185;101.300;1.687.083.238,01;83.306
WINFUT;21/08/2020;12:30:00;101.265;101.290;101.200;101.270;1.285.587.046,06;63.488
WINFUT;21/08/2020;12:25:00;101.245;101.305;101.160;101.270;1.777.950.518,36;87.816
WINFUT;21/08/2020;12:20:00;101.080;101.365;101.030;101.240;3.635.642.230,91;179.586
WINFUT;21/08/2020;12:15:00;101.110;101.185;100.975;101.080;3.616.479.866,68;178.886
WINFUT;21/08/2020;12:10:00;101.460;101.500;101.080;101.105;3.844.609.190,00;189.822
WINFUT;21/08/2020;12:05:00;101.495;101.520;101.415;101.460;2.258.765.875,45;111.311
WINFUT;21/08/2020;12:00:00;101.635;101.665;101.460;101.495;2.412.987.317,71;118.817
