Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINFUT;29/07/2020;11:40:00;105.420;105.505;105.385;105.460;1.929.811.019,49;91.650
WINFUT;29/07/2020;11:35:00;105.334;105.445;105.294;105.420;1.791.081.681,49;85.123
WINFUT;29/07/2020;11:30:00;105.349;105.405;105.309;105.334;1.284.190.626,96;61.037
WINFUT;29/07/2020;11:25:00;105.364;105.379;105.294;105.349;1.074.192.807,86;51.070
WINFUT;29/07/2020;11:20:00;105.390;105.425;105.294;105.364;2.087.169.629,81;99.205
WINFUT;29/07/2020;11:15:00;105.425;105.485;105.354;105.390;1.885.479.337,86;89.565
WINFUT;29/07/2020;11:10:00;105.395;105.595;105.349;105.420;4.390.728.404,90;208.452
WINFUT;29/07/2020;11:05:00;105.344;105.470;105.334;105.390;1.773.053.011,19;84.237
WINFUT;29/07/2020;11:00:00;105.334;105.525;105.274;105.344;4.838.840.489,46;229.890
WINFUT;29/07/2020;10:55:00;105.214;105.455;105.184;105.339;4.469.047.935,96;212.504
WINFUT;29/07/2020;10:50:00;105.109;105.229;105.074;105.209;1.910.399.912,23;90.976
WINFUT;29/07/2020;10:45:00;105.094;105.174;105.009;105.114;2.400.362.873,53;114.378
WINFUT;29/07/2020;10:40:00;105.114;105.209;104.994;105.094;3.840.605.369,77;183.019
WINFUT;29/07/2020;10:35:00;105.229;105.274;105.094;105.114;2.334.108.120,50;111.100
WINFUT;29/07/2020;10:30:00;105.134;105.359;105.069;105.234;5.220.945.086,16;248.471
WINFUT;29/07/2020;10:25:00;105.209;105.264;105.129;105.134;1.723.660.019,46;82.051
WINFUT;29/07/2020;10:20:00;105.259;105.304;105.134;105.214;2.858.781.700,26;136.077
WINFUT;29/07/2020;10:15:00;105.385;105.425;105.244;105.259;2.421.787.562,76;115.167
WINFUT;29/07/2020;10:10:00;105.224;105.425;105.204;105.385;4.622.329.287,31;219.788
WINFUT;29/07/2020;10:05:00;105.069;105.254;105.019;105.224;3.429.359.917,71;163.368
WINFUT;29/07/2020;10:00:00;104.874;105.104;104.844;105.074;4.535.868.720,96;216.332
WINFUT;29/07/2020;09:55:00;104.759;104.889;104.663;104.879;3.012.338.361,45;143.992
WINFUT;29/07/2020;09:50:00;104.774;104.874;104.749;104.759;1.993.794.531,39;95.274
WINFUT;29/07/2020;09:45:00;104.744;104.799;104.723;104.774;1.001.843.006,78;47.891
WINFUT;29/07/2020;09:40:00;104.713;104.784;104.688;104.738;1.259.374.235,59;60.219
WINFUT;29/07/2020;09:35:00;104.754;104.764;104.683;104.713;1.510.667.824,24;72.244
WINFUT;29/07/2020;09:30:00;104.819;104.839;104.713;104.759;2.269.897.867,44;108.502
WINFUT;29/07/2020;09:25:00;104.829;104.929;104.804;104.819;1.356.374.038,99;64.780
WINFUT;29/07/2020;09:20:00;104.829;104.899;104.779;104.829;1.512.875.304,26;72.268
WINFUT;29/07/2020;09:15:00;104.874;104.944;104.814;104.829;1.829.603.839,92;87.367
WINFUT;29/07/2020;09:10:00;104.794;104.879;104.658;104.879;2.255.862.513,22;107.812
WINFUT;29/07/2020;09:05:00;104.568;104.804;104.503;104.789;2.110.642.239,11;100.955
WINFUT;29/07/2020;09:00:00;104.603;104.764;104.473;104.563;2.003.201.889,55;95.877
WINFUT;28/07/2020;17:50:00;104.092;104.138;104.007;104.062;534.955.974,87;25.743
WINFUT;28/07/2020;17:45:00;104.087;104.153;104.057;104.092;567.839.727,32;27.315
WINFUT;28/07/2020;17:40:00;104.052;104.113;103.987;104.087;795.994.440,68;38.307
WINFUT;28/07/2020;17:35:00;104.343;104.343;104.022;104.052;1.890.927.152,92;90.940
WINFUT;28/07/2020;17:30:00;104.258;104.383;104.243;104.343;1.041.582.798,46;49.997
WINFUT;28/07/2020;17:25:00;104.228;104.303;104.188;104.258;756.051.545,25;36.317
WINFUT;28/07/2020;17:20:00;104.243;104.258;104.163;104.233;705.403.181,47;33.898
WINFUT;28/07/2020;17:15:00;104.193;104.308;104.138;104.238;1.579.075.524,45;75.871
WINFUT;28/07/2020;17:10:00;104.163;104.213;104.113;104.188;1.460.083.962,63;70.196
WINFUT;28/07/2020;17:05:00;104.032;104.183;104.027;104.163;1.904.813.641,08;91.613
WINFUT;28/07/2020;17:00:00;104.308;104.353;103.962;104.037;3.716.722.049,81;178.771
WINFUT;28/07/2020;16:55:00;104.453;104.503;104.278;104.313;2.663.173.285,51;127.763
WINFUT;28/07/2020;16:50:00;104.448;104.493;104.393;104.448;1.772.753.055,31;85.001
WINFUT;28/07/2020;16:45:00;104.518;104.573;104.403;104.448;2.273.531.825,70;108.977
WINFUT;28/07/2020;16:40:00;104.653;104.703;104.483;104.523;2.980.805.531,16;142.745
WINFUT;28/07/2020;16:35:00;104.618;104.673;104.553;104.653;2.324.167.873,44;111.246
WINFUT;28/07/2020;16:30:00;104.678;104.774;104.573;104.613;2.850.877.234,19;136.387
WINFUT;28/07/2020;16:25:00;104.834;104.854;104.643;104.678;2.603.413.568,48;124.489
WINFUT;28/07/2020;16:20:00;104.879;104.924;104.814;104.834;1.597.728.913,58;76.298
WINFUT;28/07/2020;16:15:00;104.749;104.899;104.723;104.879;1.948.426.814,77;93.097
WINFUT;28/07/2020;16:10:00;104.779;104.849;104.723;104.744;1.584.198.491,39;75.710
WINFUT;28/07/2020;16:05:00;104.854;104.889;104.774;104.784;1.530.714.513,61;73.122
WINFUT;28/07/2020;16:00:00;104.864;104.944;104.799;104.854;1.951.853.672,82;93.201
WINFUT;28/07/2020;15:55:00;104.799;104.969;104.764;104.864;3.314.923.641,95;158.295
WINFUT;28/07/2020;15:50:00;104.738;104.849;104.723;104.799;2.208.022.365,63;105.524
WINFUT;28/07/2020;15:45:00;104.603;104.804;104.603;104.738;3.120.490.968,15;149.215
WINFUT;28/07/2020;15:40:00;104.608;104.693;104.573;104.603;2.434.404.985,99;116.509
WINFUT;28/07/2020;15:35:00;104.513;104.633;104.513;104.608;2.105.596.823,15;100.823
WINFUT;28/07/2020;15:30:00;104.408;104.543;104.388;104.518;1.575.292.297,31;75.506
WINFUT;28/07/2020;15:25:00;104.428;104.483;104.388;104.408;1.240.419.556,38;59.480
WINFUT;28/07/2020;15:20:00;104.393;104.483;104.368;104.433;1.115.954.906,53;53.514
WINFUT;28/07/2020;15:15:00;104.363;104.428;104.343;104.393;956.369.538,16;45.881
WINFUT;28/07/2020;15:10:00;104.413;104.503;104.338;104.358;1.992.995.013,52;95.578
WINFUT;28/07/2020;15:05:00;104.373;104.433;104.333;104.418;1.019.793.120,12;48.925
WINFUT;28/07/2020;15:00:00;104.353;104.463;104.323;104.378;1.915.592.781,38;91.891
WINFUT;28/07/2020;14:55:00;104.343;104.378;104.298;104.353;931.507.118,81;44.712
WINFUT;28/07/2020;14:50:00;104.343;104.413;104.298;104.343;1.672.436.660,78;80.252
WINFUT;28/07/2020;14:45:00;104.253;104.363;104.228;104.343;1.198.769.465,77;57.552
WINFUT;28/07/2020;14:40:00;104.343;104.373;104.238;104.258;1.233.391.926,29;59.221
WINFUT;28/07/2020;14:35:00;104.373;104.448;104.298;104.343;1.591.459.607,59;76.361
WINFUT;28/07/2020;14:30:00;104.298;104.393;104.243;104.373;1.536.701.615,79;73.756
WINFUT;28/07/2020;14:25:00;104.353;104.358;104.243;104.303;1.688.837.577,05;81.085
WINFUT;28/07/2020;14:20:00;104.388;104.453;104.333;104.353;1.851.478.740,42;88.821
WINFUT;28/07/2020;14:15:00;104.238;104.393;104.218;104.388;1.875.378.678,79;90.028
WINFUT;28/07/2020;14:10:00;104.333;104.343;104.203;104.238;2.522.958.821,44;121.175
WINFUT;28/07/2020;14:05:00;104.353;104.403;104.303;104.338;1.399.160.395,74;67.146
WINFUT;28/07/2020;14:00:00;104.498;104.503;104.298;104.348;2.060.655.023,48;98.865
WINFUT;28/07/2020;13:55:00;104.538;104.558;104.453;104.503;1.157.763.955,13;55.479
WINFUT;28/07/2020;13:50:00;104.443;104.553;104.388;104.543;1.591.924.575,59;76.308
WINFUT;28/07/2020;13:45:00;104.478;104.528;104.423;104.443;1.377.353.238,41;66.023
WINFUT;28/07/2020;13:40:00;104.538;104.543;104.463;104.473;1.104.279.508,36;52.922
WINFUT;28/07/2020;13:35:00;104.563;104.638;104.488;104.533;2.112.311.221,26;101.160
WINFUT;28/07/2020;13:30:00;104.473;104.588;104.433;104.568;1.822.188.214,97;87.309
WINFUT;28/07/2020;13:25:00;104.473;104.543;104.398;104.468;2.056.114.874,44;98.565
WINFUT;28/07/2020;13:20:00;104.348;104.473;104.308;104.468;1.533.197.992,72;73.551
WINFUT;28/07/2020;13:15:00;104.403;104.478;104.343;104.348;1.554.223.932,02;74.544
WINFUT;28/07/2020;13:10:00;104.363;104.423;104.313;104.403;1.261.053.981,70;60.508
WINFUT;28/07/2020;13:05:00;104.408;104.463;104.263;104.358;2.207.025.313,70;105.906
WINFUT;28/07/2020;13:00:00;104.298;104.513;104.278;104.408;2.041.355.235,21;97.907
WINFUT;28/07/2020;12:55:00;104.333;104.358;104.263;104.298;899.595.935,32;43.191
WINFUT;28/07/2020;12:50:00;104.443;104.448;104.253;104.328;1.831.224.176,13;87.893
WINFUT;28/07/2020;12:45:00;104.378;104.488;104.323;104.443;2.034.560.302,14;97.582
WINFUT;28/07/2020;12:40:00;104.388;104.453;104.298;104.378;2.326.430.052,46;111.617
WINFUT;28/07/2020;12:35:00;104.258;104.408;104.193;104.388;2.432.968.752,08;116.829
WINFUT;28/07/2020;12:30:00;104.158;104.263;104.027;104.253;2.276.968.984,56;109.494
WINFUT;28/07/2020;12:25:00;104.168;104.293;104.092;104.163;2.404.555.074,51;115.571
WINFUT;28/07/2020;12:20:00;104.052;104.183;104.037;104.173;1.835.200.577,97;88.282
WINFUT;28/07/2020;12:15:00;104.323;104.373;104.027;104.052;2.911.743.902,98;139.951
WINFUT;28/07/2020;12:10:00;104.163;104.333;104.097;104.323;2.896.144.938,79;139.183
WINFUT;28/07/2020;12:05:00;104.233;104.298;104.123;104.163;2.907.064.226,04;139.708
WINFUT;28/07/2020;12:00:00;104.453;104.518;104.233;104.233;2.389.013.800,36;114.636
WINFUT;28/07/2020;11:55:00;104.318;104.493;104.313;104.453;2.763.335.385,91;132.522
WINFUT;28/07/2020;11:50:00;104.173;104.378;104.168;104.318;2.681.026.132,73;128.736
WINFUT;28/07/2020;11:45:00;104.163;104.283;104.077;104.173;3.090.654.934,56;148.582
WINFUT;28/07/2020;11:40:00;104.403;104.438;104.143;104.163;3.052.891.764,24;146.637
WINFUT;28/07/2020;11:35:00;104.348;104.458;104.273;104.403;2.777.399.952,15;133.274
WINFUT;28/07/2020;11:30:00;104.493;104.593;104.338;104.348;2.609.326.199,65;125.127
WINFUT;28/07/2020;11:25:00;104.508;104.568;104.368;104.488;2.662.173.077,43;127.621
WINFUT;28/07/2020;11:20:00;104.558;104.698;104.488;104.503;2.802.043.672,47;134.168
WINFUT;28/07/2020;11:15:00;104.398;104.653;104.393;104.558;4.538.877.653,23;217.444
WINFUT;28/07/2020;11:10:00;104.428;104.553;104.123;104.398;4.715.437.436,77;226.405
WINFUT;28/07/2020;11:05:00;104.318;104.553;104.238;104.423;3.176.167.037,08;152.332
WINFUT;28/07/2020;11:00:00;104.418;104.553;104.268;104.318;4.038.526.167,75;193.722
WINFUT;28/07/2020;10:55:00;104.358;104.483;104.233;104.418;4.126.979.709,16;198.070
WINFUT;28/07/2020;10:50:00;104.583;104.583;104.353;104.363;4.744.108.366,23;227.444
WINFUT;28/07/2020;10:45:00;104.558;104.789;104.548;104.583;4.119.925.598,87;197.087
WINFUT;28/07/2020;10:40:00;104.458;104.663;104.453;104.558;4.551.193.879,36;217.967
WINFUT;28/07/2020;10:35:00;104.478;104.598;104.243;104.453;6.607.622.187,81;316.872
WINFUT;28/07/2020;10:30:00;104.042;104.528;104.032;104.483;8.001.030.675,53;384.165
WINFUT;28/07/2020;10:25:00;103.942;104.042;103.872;104.042;2.741.132.292,31;132.048
WINFUT;28/07/2020;10:20:00;103.832;103.957;103.792;103.947;2.752.156.776,49;132.666
WINFUT;28/07/2020;10:15:00;103.802;103.882;103.662;103.832;4.251.382.965,57;205.163
WINFUT;28/07/2020;10:10:00;104.193;104.193;103.697;103.802;7.465.064.299,67;359.744
WINFUT;28/07/2020;10:05:00;104.278;104.323;104.183;104.193;2.574.453.260,13;123.679
WINFUT;28/07/2020;10:00:00;104.413;104.428;104.243;104.273;2.983.609.260,15;143.209
WINFUT;28/07/2020;09:55:00;104.318;104.478;104.298;104.418;3.490.115.088,58;167.423
WINFUT;28/07/2020;09:50:00;104.173;104.318;104.173;104.313;2.350.953.492,80;112.922
WINFUT;28/07/2020;09:45:00;104.123;104.303;104.123;104.178;3.256.416.527,08;156.501
WINFUT;28/07/2020;09:40:00;103.962;104.133;103.942;104.123;2.631.368.096,61;126.623
WINFUT;28/07/2020;09:35:00;103.962;104.027;103.927;103.962;1.195.624.683,55;57.588
WINFUT;28/07/2020;09:30:00;103.952;104.082;103.847;103.967;3.310.510.502,53;159.462
WINFUT;28/07/2020;09:25:00;104.022;104.082;103.932;103.952;1.616.454.513,69;77.837
WINFUT;28/07/2020;09:20:00;103.982;104.047;103.942;104.022;1.376.469.570,18;66.283
WINFUT;28/07/2020;09:15:00;104.067;104.143;103.967;103.982;1.485.425.480,76;71.491
WINFUT;28/07/2020;09:10:00;104.052;104.148;103.987;104.067;1.579.448.806,10;75.999
WINFUT;28/07/2020;09:05:00;104.148;104.203;104.007;104.052;1.891.833.334,65;91.015
WINFUT;28/07/2020;09:00:00;103.962;104.248;103.912;104.153;2.324.600.455,94;111.814
WINFUT;27/07/2020;17:50:00;104.518;104.563;104.343;104.343;723.424.087,75;34.676
WINFUT;27/07/2020;17:45:00;104.598;104.608;104.493;104.528;600.692.998,89;28.772
WINFUT;27/07/2020;17:40:00;104.538;104.613;104.513;104.598;744.199.380,03;35.644
WINFUT;27/07/2020;17:35:00;104.588;104.608;104.513;104.533;647.738.452,60;31.023
WINFUT;27/07/2020;17:30:00;104.628;104.663;104.553;104.583;702.867.211,40;33.648
WINFUT;27/07/2020;17:25:00;104.558;104.633;104.543;104.628;789.233.711,69;37.788
WINFUT;27/07/2020;17:20:00;104.663;104.668;104.543;104.563;994.674.269,74;47.626
WINFUT;27/07/2020;17:15:00;104.603;104.688;104.593;104.663;895.119.876,25;42.834
WINFUT;27/07/2020;17:10:00;104.633;104.653;104.563;104.598;1.149.105.609,01;55.015
WINFUT;27/07/2020;17:05:00;104.668;104.708;104.623;104.633;973.719.233,42;46.587
WINFUT;27/07/2020;17:00:00;104.764;104.789;104.603;104.668;2.149.757.228,86;102.837
WINFUT;27/07/2020;16:55:00;104.744;104.774;104.598;104.769;2.433.177.481,03;116.411
WINFUT;27/07/2020;16:50:00;104.769;104.794;104.698;104.744;1.540.681.616,81;73.662
WINFUT;27/07/2020;16:45:00;104.794;104.834;104.749;104.774;1.665.693.898,64;79.603
WINFUT;27/07/2020;16:40:00;104.653;104.859;104.643;104.794;2.645.800.408,17;126.480
WINFUT;27/07/2020;16:35:00;104.678;104.728;104.608;104.653;1.907.472.093,23;91.262
WINFUT;27/07/2020;16:30:00;104.623;104.764;104.623;104.678;2.255.689.464,40;107.895
WINFUT;27/07/2020;16:25:00;104.538;104.698;104.528;104.623;2.142.483.706,74;102.559
WINFUT;27/07/2020;16:20:00;104.418;104.563;104.398;104.538;1.499.635.972,23;71.866
WINFUT;27/07/2020;16:15:00;104.508;104.508;104.403;104.418;1.244.619.268,44;59.669
WINFUT;27/07/2020;16:10:00;104.553;104.563;104.463;104.503;1.158.978.388,16;55.534
WINFUT;27/07/2020;16:05:00;104.568;104.618;104.523;104.548;1.105.228.967,36;52.927
WINFUT;27/07/2020;16:00:00;104.448;104.588;104.433;104.568;1.476.952.088,87;70.754
WINFUT;27/07/2020;15:55:00;104.468;104.508;104.413;104.448;1.050.652.576,59;50.367
WINFUT;27/07/2020;15:50:00;104.403;104.538;104.383;104.468;1.637.090.424,27;78.482
WINFUT;27/07/2020;15:45:00;104.553;104.558;104.363;104.403;2.456.828.946,43;117.796
WINFUT;27/07/2020;15:40:00;104.578;104.683;104.513;104.548;1.844.882.360,31;88.328
WINFUT;27/07/2020;15:35:00;104.533;104.613;104.518;104.573;1.089.593.498,12;52.180
WINFUT;27/07/2020;15:30:00;104.568;104.613;104.448;104.538;1.872.668.617,77;89.733
WINFUT;27/07/2020;15:25:00;104.603;104.653;104.503;104.563;1.680.098.965,87;80.453
WINFUT;27/07/2020;15:20:00;104.518;104.638;104.498;104.603;1.291.517.666,11;61.845
WINFUT;27/07/2020;15:15:00;104.543;104.598;104.468;104.523;1.364.159.061,21;65.354
WINFUT;27/07/2020;15:10:00;104.578;104.633;104.513;104.543;1.185.741.187,55;56.783
WINFUT;27/07/2020;15:05:00;104.658;104.693;104.533;104.578;1.564.632.503,13;74.907
WINFUT;27/07/2020;15:00:00;104.518;104.673;104.503;104.658;1.636.032.116,18;78.321
WINFUT;27/07/2020;14:55:00;104.498;104.563;104.418;104.518;1.542.727.983,89;73.935
WINFUT;27/07/2020;14:50:00;104.493;104.603;104.433;104.503;1.380.531.111,45;66.147
WINFUT;27/07/2020;14:45:00;104.508;104.563;104.453;104.493;1.072.748.585,86;51.403
WINFUT;27/07/2020;14:40:00;104.473;104.528;104.388;104.513;1.667.785.890,71;79.955
WINFUT;27/07/2020;14:35:00;104.548;104.573;104.458;104.478;1.498.996.278,21;71.830
WINFUT;27/07/2020;14:30:00;104.558;104.809;104.513;104.543;4.486.500.594,44;214.741
WINFUT;27/07/2020;14:25:00;104.348;104.588;104.348;104.558;2.636.828.171,07;126.374
WINFUT;27/07/2020;14:20:00;104.288;104.403;104.253;104.348;1.610.516.463,88;77.298
WINFUT;27/07/2020;14:15:00;104.238;104.308;104.077;104.288;2.693.691.276,95;129.426
WINFUT;27/07/2020;14:10:00;104.328;104.368;104.213;104.243;1.433.794.095,29;68.841
WINFUT;27/07/2020;14:05:00;104.268;104.363;104.188;104.333;2.364.570.026,14;113.552
WINFUT;27/07/2020;14:00:00;104.308;104.378;104.228;104.268;1.281.479.341,00;61.532
WINFUT;27/07/2020;13:55:00;104.358;104.483;104.283;104.303;2.061.242.477,57;98.885
WINFUT;27/07/2020;13:50:00;104.288;104.448;104.258;104.358;1.879.295.311,87;90.190
WINFUT;27/07/2020;13:45:00;104.373;104.403;104.213;104.288;2.004.793.873,74;96.244
WINFUT;27/07/2020;13:40:00;104.503;104.533;104.338;104.378;2.339.852.454,68;112.205
WINFUT;27/07/2020;13:35:00;104.468;104.678;104.438;104.503;3.041.335.232,09;145.654
WINFUT;27/07/2020;13:30:00;104.358;104.548;104.348;104.463;2.319.283.482,37;111.200
WINFUT;27/07/2020;13:25:00;104.263;104.398;104.248;104.358;1.302.616.095,33;62.526
WINFUT;27/07/2020;13:20:00;104.273;104.368;104.213;104.263;1.259.767.992,69;60.491
WINFUT;27/07/2020;13:15:00;104.223;104.333;104.198;104.273;1.099.205.729,33;52.788
WINFUT;27/07/2020;13:10:00;104.318;104.328;104.193;104.223;1.004.914.686,92;48.267
WINFUT;27/07/2020;13:05:00;104.188;104.343;104.118;104.318;1.699.923.696,20;81.668
WINFUT;27/07/2020;13:00:00;104.283;104.413;104.153;104.188;2.439.545.117,18;117.144
WINFUT;27/07/2020;12:55:00;104.163;104.328;104.113;104.283;1.851.010.526,40;88.944
WINFUT;27/07/2020;12:50:00;104.343;104.383;104.103;104.158;2.565.408.157,98;123.236
WINFUT;27/07/2020;12:45:00;104.418;104.478;104.298;104.338;2.364.394.358,08;113.423
WINFUT;27/07/2020;12:40:00;104.343;104.458;104.238;104.418;2.660.816.439,48;127.696
WINFUT;27/07/2020;12:35:00;104.603;104.668;104.203;104.338;4.312.245.058,95;206.837
WINFUT;27/07/2020;12:30:00;104.468;104.623;104.333;104.608;3.632.859.963,81;174.105
WINFUT;27/07/2020;12:25:00;104.358;104.473;104.288;104.463;2.205.035.795,72;105.797
WINFUT;27/07/2020;12:20:00;104.373;104.403;104.273;104.358;1.922.606.757,53;92.276
WINFUT;27/07/2020;12:15:00;104.358;104.448;104.303;104.368;2.031.816.086,15;97.485
WINFUT;27/07/2020;12:10:00;104.413;104.498;104.288;104.358;2.300.449.364,07;110.366
WINFUT;27/07/2020;12:05:00;104.413;104.523;104.363;104.413;2.055.037.618,41;98.543
WINFUT;27/07/2020;12:00:00;104.548;104.633;104.398;104.413;2.419.997.865,80;115.981
WINFUT;27/07/2020;11:55:00;104.588;104.708;104.518;104.548;3.897.965.345,67;186.599
WINFUT;27/07/2020;11:50:00;104.443;104.593;104.318;104.583;3.138.297.470,52;150.519
WINFUT;27/07/2020;11:45:00;104.428;104.528;104.343;104.443;2.456.488.598,37;117.803
WINFUT;27/07/2020;11:40:00;104.548;104.618;104.393;104.423;2.648.007.833,17;126.909
WINFUT;27/07/2020;11:35:00;104.228;104.633;104.218;104.548;5.196.507.517,95;249.161
WINFUT;27/07/2020;11:30:00;104.047;104.288;104.047;104.228;4.349.511.807,11;209.100
WINFUT;27/07/2020;11:25:00;103.922;104.057;103.852;104.047;2.658.684.897,09;128.073
WINFUT;27/07/2020;11:20:00;103.877;103.997;103.832;103.922;2.527.333.756,18;121.780
WINFUT;27/07/2020;11:15:00;103.807;103.927;103.767;103.877;1.959.536.457,80;94.484
WINFUT;27/07/2020;11:10:00;103.837;103.962;103.742;103.807;2.829.316.486,58;136.426
WINFUT;27/07/2020;11:05:00;103.742;103.902;103.712;103.832;3.045.072.932,76;146.886
WINFUT;27/07/2020;11:00:00;103.697;103.747;103.632;103.737;1.563.279.354,96;75.499
WINFUT;27/07/2020;10:55:00;103.672;103.822;103.547;103.697;3.515.659.911,72;169.809
WINFUT;27/07/2020;10:50:00;103.732;103.792;103.602;103.677;3.467.706.346,99;167.457
WINFUT;27/07/2020;10:45:00;103.512;103.742;103.371;103.737;5.706.243.078,98;275.978
WINFUT;27/07/2020;10:40:00;103.241;103.532;103.181;103.512;5.822.194.031,87;282.078
WINFUT;27/07/2020;10:35:00;103.081;103.286;102.861;103.246;6.159.529.787,87;299.191
WINFUT;27/07/2020;10:30:00;103.386;103.512;102.956;103.081;6.958.034.572,47;337.612
WINFUT;27/07/2020;10:25:00;103.141;103.446;103.116;103.391;3.377.303.915,65;163.710
WINFUT;27/07/2020;10:20:00;103.221;103.281;102.921;103.136;3.612.480.854,16;175.494
WINFUT;27/07/2020;10:15:00;103.216;103.286;103.096;103.221;2.442.978.779,95;118.563
WINFUT;27/07/2020;10:10:00;103.036;103.311;102.971;103.211;4.085.975.973,18;198.346
WINFUT;27/07/2020;10:05:00;103.076;103.176;102.941;103.036;3.628.641.448,50;176.328
WINFUT;27/07/2020;10:00:00;103.086;103.216;102.966;103.081;3.936.721.288,99;191.239
WINFUT;27/07/2020;09:55:00;102.901;103.216;102.901;103.081;3.728.147.224,85;181.102
WINFUT;27/07/2020;09:50:00;102.886;102.976;102.765;102.906;2.215.099.258,66;107.835
WINFUT;27/07/2020;09:45:00;102.901;102.921;102.810;102.886;1.253.243.666,48;61.004
WINFUT;27/07/2020;09:40:00;102.881;102.951;102.770;102.896;2.223.069.273,76;108.220
WINFUT;27/07/2020;09:35:00;102.810;102.906;102.735;102.881;3.125.262.135,04;152.225
WINFUT;27/07/2020;09:30:00;103.006;103.081;102.805;102.810;3.299.051.502,58;160.506
WINFUT;27/07/2020;09:25:00;102.886;103.086;102.775;103.001;2.619.643.253,59;127.460
WINFUT;27/07/2020;09:20:00;103.106;103.121;102.826;102.886;3.073.764.776,28;149.565
WINFUT;27/07/2020;09:15:00;103.031;103.171;102.966;103.106;2.216.775.153,60;107.698
WINFUT;27/07/2020;09:10:00;103.086;103.151;102.966;103.026;1.979.351.205,14;96.193
WINFUT;27/07/2020;09:05:00;103.206;103.261;103.061;103.086;2.056.826.868,20;99.864
WINFUT;27/07/2020;09:00:00;103.291;103.542;103.171;103.211;2.657.701.504,96;128.783
WINFUT;24/07/2020;17:50:00;102.570;102.710;102.560;102.690;539.973.959,97;26.344
WINFUT;24/07/2020;17:45:00;102.295;102.615;102.285;102.570;1.287.852.057,02;62.958
WINFUT;24/07/2020;17:40:00;102.350;102.385;102.245;102.290;1.197.112.638,68;58.596
WINFUT;24/07/2020;17:35:00;102.480;102.480;102.275;102.350;1.540.347.476,76;75.356
WINFUT;24/07/2020;17:30:00;102.480;102.585;102.460;102.475;979.034.721,49;47.820
WINFUT;24/07/2020;17:25:00;102.550;102.565;102.445;102.475;890.663.018,15;43.520
WINFUT;24/07/2020;17:20:00;102.635;102.660;102.510;102.550;942.753.528,96;46.019
WINFUT;24/07/2020;17:15:00;102.605;102.710;102.605;102.630;1.346.644.145,96;65.685
WINFUT;24/07/2020;17:10:00;102.560;102.660;102.520;102.610;1.161.553.914,21;56.705
WINFUT;24/07/2020;17:05:00;102.535;102.625;102.475;102.555;1.552.735.404,99;75.833
WINFUT;24/07/2020;17:00:00;102.610;102.620;102.495;102.540;1.415.490.868,96;69.126
WINFUT;24/07/2020;16:55:00;102.585;102.645;102.410;102.610;2.329.179.006,44;113.756
WINFUT;24/07/2020;16:50:00;102.630;102.680;102.565;102.585;1.462.753.793,64;71.382
WINFUT;24/07/2020;16:45:00;102.575;102.670;102.515;102.635;2.077.983.960,74;101.422
WINFUT;24/07/2020;16:40:00;102.515;102.620;102.400;102.575;2.583.259.322,19;126.183
WINFUT;24/07/2020;16:35:00;102.185;102.545;102.169;102.520;3.128.001.780,20;152.950
WINFUT;24/07/2020;16:30:00;102.230;102.275;102.134;102.190;1.689.621.241,96;82.792
WINFUT;24/07/2020;16:25:00;102.255;102.340;102.164;102.230;1.878.842.653,76;92.012
WINFUT;24/07/2020;16:20:00;102.104;102.295;102.099;102.255;1.827.275.319,01;89.524
WINFUT;24/07/2020;16:15:00;102.300;102.300;102.094;102.104;2.869.332.156,41;140.624
WINFUT;24/07/2020;16:10:00;102.325;102.405;102.275;102.295;1.591.111.270,51;77.866
WINFUT;24/07/2020;16:05:00;102.310;102.385;102.250;102.325;1.708.879.561,26;83.635
WINFUT;24/07/2020;16:00:00;102.245;102.335;102.174;102.310;1.804.128.794,65;88.358
WINFUT;24/07/2020;15:55:00;102.215;102.300;102.159;102.245;1.605.006.463,71;78.618
WINFUT;24/07/2020;15:50:00;102.240;102.410;102.119;102.220;3.008.955.729,45;147.339
WINFUT;24/07/2020;15:45:00;102.420;102.525;102.164;102.235;2.595.064.524,33;126.993
WINFUT;24/07/2020;15:40:00;102.450;102.530;102.400;102.425;2.108.015.396,12;103.025
WINFUT;24/07/2020;15:35:00;102.370;102.455;102.280;102.450;2.185.439.709,28;106.918
WINFUT;24/07/2020;15:30:00;102.515;102.515;102.305;102.375;2.706.746.440,96;132.398
WINFUT;24/07/2020;15:25:00;102.630;102.680;102.510;102.515;2.052.408.405,37;100.187
WINFUT;24/07/2020;15:20:00;102.595;102.755;102.550;102.635;2.218.934.383,80;108.243
WINFUT;24/07/2020;15:15:00;102.680;102.720;102.545;102.600;1.958.892.296,96;95.578
WINFUT;24/07/2020;15:10:00;102.650;102.695;102.450;102.685;3.164.988.636,77;154.542
WINFUT;24/07/2020;15:05:00;102.715;102.800;102.630;102.650;2.583.058.111,21;125.918
WINFUT;24/07/2020;15:00:00;102.605;102.740;102.575;102.715;2.792.221.163,30;136.211
WINFUT;24/07/2020;14:55:00;102.465;102.625;102.410;102.610;2.375.631.544,14;116.051
WINFUT;24/07/2020;14:50:00;102.330;102.515;102.315;102.470;3.029.477.141,75;148.136
WINFUT;24/07/2020;14:45:00;102.079;102.360;102.074;102.335;3.089.401.826,68;151.321
