Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINQ20;30/06/2020;16:40:00;95.625;95.790;95.615;95.755;2.010.051.587,28;104.991
WINQ20;30/06/2020;16:35:00;95.675;95.760;95.560;95.625;2.454.982.570,99;128.316
WINQ20;30/06/2020;16:30:00;95.355;95.690;95.255;95.670;3.119.527.951,95;163.347
WINQ20;30/06/2020;16:25:00;95.445;95.500;95.340;95.360;1.825.634.754,46;95.661
WINQ20;30/06/2020;16:20:00;95.360;95.460;95.250;95.450;2.016.723.828,36;105.740
WINQ20;30/06/2020;16:15:00;95.290;95.420;95.135;95.355;2.557.751.184,51;134.216
WINQ20;30/06/2020;16:10:00;95.145;95.340;95.100;95.290;2.201.185.917,14;115.559
WINQ20;30/06/2020;16:05:00;95.430;95.470;95.050;95.145;4.161.925.264,59;218.523
WINQ20;30/06/2020;16:00:00;95.575;95.640;95.405;95.425;2.590.402.776,98;135.631
WINQ20;30/06/2020;15:55:00;95.695;95.710;95.575;95.575;1.459.092.490,94;76.285
WINQ20;30/06/2020;15:50:00;95.770;95.785;95.595;95.690;2.181.980.014,87;114.030
WINQ20;30/06/2020;15:45:00;95.775;95.810;95.730;95.775;1.301.106.812,60;67.929
WINQ20;30/06/2020;15:40:00;95.880;95.920;95.770;95.775;1.867.523.888,15;97.442
WINQ20;30/06/2020;15:35:00;95.960;96.075;95.855;95.875;1.744.687.443,28;90.910
WINQ20;30/06/2020;15:30:00;96.085;96.145;95.920;95.960;2.085.939.593,40;108.623
WINQ20;30/06/2020;15:25:00;95.930;96.105;95.875;96.085;2.196.063.473,05;114.390
WINQ20;30/06/2020;15:20:00;95.780;95.970;95.745;95.925;2.317.912.001,93;120.915
WINQ20;30/06/2020;15:15:00;95.605;95.785;95.535;95.775;2.732.340.315,15;142.806
WINQ20;30/06/2020;15:10:00;95.660;95.660;95.570;95.610;1.232.392.998,54;64.454
WINQ20;30/06/2020;15:05:00;95.740;95.800;95.580;95.655;2.338.537.458,18;122.201
WINQ20;30/06/2020;15:00:00;95.765;95.790;95.620;95.740;1.783.808.869,89;93.205
WINQ20;30/06/2020;14:55:00;95.725;95.805;95.705;95.765;1.237.759.879,66;64.633
WINQ20;30/06/2020;14:50:00;95.705;95.765;95.600;95.720;1.649.687.769,86;86.213
WINQ20;30/06/2020;14:45:00;95.675;95.750;95.620;95.705;1.461.660.810,05;76.376
WINQ20;30/06/2020;14:40:00;95.805;95.815;95.630;95.680;1.829.935.974,63;95.601
WINQ20;30/06/2020;14:35:00;95.760;95.840;95.695;95.800;1.986.210.554,97;103.693
WINQ20;30/06/2020;14:30:00;95.995;96.085;95.755;95.760;2.526.927.978,07;131.712
WINQ20;30/06/2020;14:25:00;95.940;96.005;95.880;95.990;1.315.913.769,83;68.587
WINQ20;30/06/2020;14:20:00;95.945;96.080;95.880;95.940;2.156.403.114,47;112.331
WINQ20;30/06/2020;14:15:00;95.910;95.945;95.800;95.945;1.563.559.549,54;81.534
WINQ20;30/06/2020;14:10:00;95.885;95.975;95.825;95.915;1.200.545.339,10;62.591
WINQ20;30/06/2020;14:05:00;95.905;95.960;95.835;95.885;1.023.601.110,46;53.372
WINQ20;30/06/2020;14:00:00;95.895;96.000;95.815;95.905;1.480.245.692,35;77.170
WINQ20;30/06/2020;13:55:00;95.905;95.985;95.875;95.890;1.209.029.620,25;63.015
WINQ20;30/06/2020;13:50:00;95.950;96.020;95.800;95.905;1.938.993.278,26;101.091
WINQ20;30/06/2020;13:45:00;96.050;96.105;95.890;95.950;2.057.540.977,00;107.191
WINQ20;30/06/2020;13:40:00;96.210;96.255;96.010;96.050;2.192.263.469,98;114.057
WINQ20;30/06/2020;13:35:00;96.065;96.245;96.045;96.210;1.406.081.786,17;73.112
WINQ20;30/06/2020;13:30:00;96.065;96.155;96.005;96.065;1.868.522.239,11;97.237
WINQ20;30/06/2020;13:25:00;96.090;96.140;96.030;96.065;1.349.938.626,36;70.251
WINQ20;30/06/2020;13:20:00;96.210;96.230;96.090;96.090;1.584.410.559,87;82.385
WINQ20;30/06/2020;13:15:00;96.225;96.355;96.170;96.210;1.988.475.782,95;103.281
WINQ20;30/06/2020;13:10:00;96.130;96.265;96.085;96.225;1.827.002.089,52;94.956
WINQ20;30/06/2020;13:05:00;95.945;96.150;95.915;96.130;1.751.538.052,39;91.174
WINQ20;30/06/2020;13:00:00;95.920;95.975;95.870;95.945;1.253.835.106,90;65.357
WINQ20;30/06/2020;12:55:00;96.070;96.100;95.895;95.920;1.402.365.238,16;73.057
WINQ20;30/06/2020;12:50:00;96.075;96.110;96.025;96.070;787.150.925,86;40.970
WINQ20;30/06/2020;12:45:00;96.070;96.195;96.010;96.075;1.641.954.348,73;85.430
WINQ20;30/06/2020;12:40:00;96.085;96.105;96.010;96.070;1.222.510.441,41;63.635
WINQ20;30/06/2020;12:35:00;96.070;96.160;96.005;96.090;1.836.084.050,68;95.548
WINQ20;30/06/2020;12:30:00;96.200;96.225;96.050;96.075;1.809.481.232,26;94.121
WINQ20;30/06/2020;12:25:00;96.250;96.295;96.105;96.200;2.254.668.333,96;117.180
WINQ20;30/06/2020;12:20:00;96.410;96.495;96.220;96.245;2.224.753.443,46;115.489
WINQ20;30/06/2020;12:15:00;96.335;96.430;96.180;96.405;2.266.137.645,97;117.652
WINQ20;30/06/2020;12:10:00;96.335;96.400;96.170;96.340;2.334.463.610,05;121.240
WINQ20;30/06/2020;12:05:00;96.440;96.470;96.275;96.340;1.894.784.264,38;98.287
WINQ20;30/06/2020;12:00:00;96.355;96.450;96.265;96.440;2.262.199.438,86;117.366
WINQ20;30/06/2020;11:55:00;96.185;96.405;96.175;96.350;3.017.107.590,17;156.645
WINQ20;30/06/2020;11:50:00;95.860;96.270;95.860;96.180;5.089.323.486,33;264.889
WINQ20;30/06/2020;11:45:00;95.690;95.880;95.675;95.865;2.235.496.577,62;116.671
WINQ20;30/06/2020;11:40:00;95.550;95.765;95.535;95.690;2.357.476.225,48;123.197
WINQ20;30/06/2020;11:35:00;95.690;95.705;95.525;95.550;1.736.826.718,09;90.838
WINQ20;30/06/2020;11:30:00;95.605;95.750;95.490;95.690;2.565.769.024,64;134.118
WINQ20;30/06/2020;11:25:00;95.575;95.660;95.440;95.610;2.836.164.948,53;148.408
WINQ20;30/06/2020;11:20:00;95.280;95.635;95.255;95.570;3.004.933.779,11;157.459
WINQ20;30/06/2020;11:15:00;95.345;95.420;95.205;95.280;2.010.366.835,24;105.483
WINQ20;30/06/2020;11:10:00;95.360;95.470;95.285;95.350;2.167.887.805,61;113.656
WINQ20;30/06/2020;11:05:00;95.130;95.375;95.130;95.355;2.568.574.629,65;134.808
WINQ20;30/06/2020;11:00:00;95.075;95.200;94.925;95.135;2.734.509.718,04;143.798
WINQ20;30/06/2020;10:55:00;95.160;95.250;94.975;95.070;2.369.001.174,60;124.536
WINQ20;30/06/2020;10:50:00;95.055;95.175;94.970;95.155;2.516.309.932,63;132.360
WINQ20;30/06/2020;10:45:00;94.955;95.270;94.905;95.055;3.360.047.708,45;176.662
WINQ20;30/06/2020;10:40:00;95.180;95.195;94.905;94.955;3.901.371.069,44;205.253
WINQ20;30/06/2020;10:35:00;95.255;95.415;95.085;95.180;3.597.390.463,23;188.838
WINQ20;30/06/2020;10:30:00;95.405;95.530;95.240;95.255;4.445.308.206,86;233.012
WINQ20;30/06/2020;10:25:00;95.350;95.465;95.285;95.405;2.387.971.966,92;125.190
WINQ20;30/06/2020;10:20:00;95.140;95.395;95.100;95.350;2.475.853.704,36;129.915
WINQ20;30/06/2020;10:15:00;95.080;95.245;95.015;95.135;2.682.584.284,50;140.972
WINQ20;30/06/2020;10:10:00;95.050;95.135;94.935;95.085;3.173.769.844,64;166.986
WINQ20;30/06/2020;10:05:00;95.270;95.330;95.035;95.050;2.722.121.348,11;143.020
WINQ20;30/06/2020;10:00:00;95.275;95.340;95.160;95.280;1.726.615.004,05;90.622
WINQ20;30/06/2020;09:55:00;95.345;95.380;95.260;95.270;1.067.768.788,10;56.007
WINQ20;30/06/2020;09:50:00;95.365;95.400;95.230;95.345;1.892.531.747,62;99.285
WINQ20;30/06/2020;09:45:00;95.300;95.435;95.270;95.365;1.481.792.973,43;77.689
WINQ20;30/06/2020;09:40:00;95.240;95.330;95.200;95.295;1.435.043.955,71;75.313
WINQ20;30/06/2020;09:35:00;95.230;95.290;95.180;95.235;1.406.559.769,28;73.845
WINQ20;30/06/2020;09:30:00;95.285;95.340;95.135;95.225;2.904.626.320,05;152.502
WINQ20;30/06/2020;09:25:00;95.295;95.445;95.270;95.280;1.947.160.124,45;102.086
WINQ20;30/06/2020;09:20:00;95.420;95.470;95.225;95.295;1.778.763.327,99;93.299
WINQ20;30/06/2020;09:15:00;95.400;95.490;95.320;95.420;1.798.492.576,22;94.247
WINQ20;30/06/2020;09:10:00;95.505;95.555;95.345;95.405;2.048.648.999,02;107.326
WINQ20;30/06/2020;09:05:00;95.720;95.725;95.475;95.505;1.955.940.506,66;102.327
WINQ20;30/06/2020;09:00:00;95.800;95.980;95.660;95.720;1.918.197.238,01;100.118
WINQ20;29/06/2020;17:50:00;96.085;96.240;96.050;96.180;473.209.308,11;24.612
WINQ20;29/06/2020;17:45:00;96.215;96.265;96.050;96.085;699.066.676,49;36.352
WINQ20;29/06/2020;17:40:00;96.080;96.270;96.020;96.215;1.020.482.348,32;53.055
WINQ20;29/06/2020;17:35:00;96.125;96.175;96.005;96.085;758.129.600,38;39.452
WINQ20;29/06/2020;17:30:00;96.090;96.135;95.980;96.130;818.588.623,30;42.610
WINQ20;29/06/2020;17:25:00;96.110;96.195;96.050;96.095;913.828.932,73;47.534
WINQ20;29/06/2020;17:20:00;96.035;96.160;95.970;96.115;1.251.631.622,80;65.140
WINQ20;29/06/2020;17:15:00;95.895;96.085;95.880;96.040;1.256.387.897,86;65.426
WINQ20;29/06/2020;17:10:00;95.770;95.925;95.745;95.905;1.334.666.297,07;69.617
WINQ20;29/06/2020;17:05:00;95.885;95.945;95.735;95.770;1.239.055.352,65;64.630
WINQ20;29/06/2020;17:00:00;95.890;95.960;95.825;95.885;2.043.254.125,70;106.537
WINQ20;29/06/2020;16:55:00;95.600;95.905;95.595;95.895;2.845.660.713,77;148.600
WINQ20;29/06/2020;16:50:00;95.380;95.610;95.365;95.605;1.915.502.353,72;100.304
WINQ20;29/06/2020;16:45:00;95.475;95.560;95.365;95.385;1.790.746.324,88;93.804
WINQ20;29/06/2020;16:40:00;95.620;95.645;95.425;95.475;1.890.157.179,39;98.957
WINQ20;29/06/2020;16:35:00;95.690;95.715;95.600;95.620;1.445.854.731,76;75.574
WINQ20;29/06/2020;16:30:00;95.510;95.735;95.480;95.690;2.496.133.723,52;130.530
WINQ20;29/06/2020;16:25:00;95.545;95.635;95.485;95.510;1.861.317.561,97;97.387
WINQ20;29/06/2020;16:20:00;95.415;95.560;95.395;95.545;1.560.491.213,46;81.701
WINQ20;29/06/2020;16:15:00;95.445;95.530;95.370;95.415;1.972.265.477,65;103.309
WINQ20;29/06/2020;16:10:00;95.370;95.465;95.325;95.450;1.650.062.037,83;86.486
WINQ20;29/06/2020;16:05:00;95.215;95.405;95.200;95.370;1.725.732.597,95;90.545
WINQ20;29/06/2020;16:00:00;95.230;95.285;95.080;95.220;2.346.374.228,33;123.238
WINQ20;29/06/2020;15:55:00;95.220;95.305;95.155;95.230;1.660.400.643,96;87.165
WINQ20;29/06/2020;15:50:00;95.315;95.320;95.115;95.220;2.301.242.358,70;120.865
WINQ20;29/06/2020;15:45:00;95.390;95.445;95.250;95.310;1.914.619.541,81;100.413
WINQ20;29/06/2020;15:40:00;95.305;95.425;95.250;95.385;1.818.109.124,34;95.357
WINQ20;29/06/2020;15:35:00;95.385;95.445;95.220;95.305;1.997.979.587,08;104.801
WINQ20;29/06/2020;15:30:00;95.415;95.465;95.335;95.390;1.316.671.746,79;69.007
WINQ20;29/06/2020;15:25:00;95.525;95.585;95.385;95.410;1.566.726.322,55;82.053
WINQ20;29/06/2020;15:20:00;95.395;95.645;95.370;95.520;2.545.215.390,26;133.235
WINQ20;29/06/2020;15:15:00;95.360;95.480;95.350;95.400;1.508.490.068,71;79.041
WINQ20;29/06/2020;15:10:00;95.300;95.410;95.270;95.360;1.455.007.857,88;76.303
WINQ20;29/06/2020;15:05:00;95.540;95.555;95.270;95.300;2.354.511.226,41;123.437
WINQ20;29/06/2020;15:00:00;95.370;95.570;95.365;95.545;2.920.390.833,83;152.936
WINQ20;29/06/2020;14:55:00;95.340;95.410;95.270;95.370;1.750.524.082,34;91.805
WINQ20;29/06/2020;14:50:00;95.300;95.350;95.210;95.335;1.281.302.489,28;67.229
WINQ20;29/06/2020;14:45:00;95.380;95.390;95.245;95.305;1.770.704.259,64;92.902
WINQ20;29/06/2020;14:40:00;95.350;95.550;95.350;95.385;2.883.650.663,37;151.045
WINQ20;29/06/2020;14:35:00;95.200;95.360;95.175;95.355;1.755.632.889,40;92.138
WINQ20;29/06/2020;14:30:00;95.290;95.330;95.125;95.205;1.787.300.341,91;93.858
WINQ20;29/06/2020;14:25:00;95.280;95.335;95.180;95.295;2.039.859.642,68;107.076
WINQ20;29/06/2020;14:20:00;95.255;95.385;95.220;95.285;1.834.315.354,62;96.226
WINQ20;29/06/2020;14:15:00;95.280;95.305;95.180;95.260;1.509.159.722,71;79.223
WINQ20;29/06/2020;14:10:00;95.140;95.330;95.140;95.280;1.900.081.457,62;99.737
WINQ20;29/06/2020;14:05:00;95.120;95.190;95.100;95.145;1.275.447.823,21;67.029
WINQ20;29/06/2020;14:00:00;95.135;95.155;95.035;95.125;1.776.728.765,73;93.424
WINQ20;29/06/2020;13:55:00;95.250;95.280;95.120;95.135;1.465.040.346,09;76.964
WINQ20;29/06/2020;13:50:00;95.300;95.420;95.230;95.250;2.239.707.794,70;117.479
WINQ20;29/06/2020;13:45:00;95.160;95.335;95.140;95.300;1.818.874.292,38;95.488
WINQ20;29/06/2020;13:40:00;95.155;95.215;95.095;95.160;1.224.882.037,48;64.362
WINQ20;29/06/2020;13:35:00;95.155;95.280;95.125;95.150;2.135.059.415,19;112.131
WINQ20;29/06/2020;13:30:00;94.935;95.170;94.930;95.160;1.838.684.534,67;96.700
WINQ20;29/06/2020;13:25:00;94.960;95.065;94.905;94.935;1.619.663.236,22;85.259
WINQ20;29/06/2020;13:20:00;94.835;95.030;94.820;94.960;2.016.164.711,15;106.167
WINQ20;29/06/2020;13:15:00;94.630;94.875;94.610;94.835;1.928.075.550,91;101.748
WINQ20;29/06/2020;13:10:00;94.565;94.640;94.490;94.630;1.266.928.469,00;66.977
WINQ20;29/06/2020;13:05:00;94.680;94.705;94.480;94.570;1.962.421.429,44;103.753
WINQ20;29/06/2020;13:00:00;94.690;94.785;94.655;94.675;1.255.377.825,81;66.261
WINQ20;29/06/2020;12:55:00;94.645;94.755;94.560;94.695;1.761.046.866,40;93.030
WINQ20;29/06/2020;12:50:00;94.685;94.730;94.580;94.645;1.642.992.514,63;86.789
WINQ20;29/06/2020;12:45:00;94.720;94.805;94.645;94.685;1.597.594.625,94;84.317
WINQ20;29/06/2020;12:40:00;94.800;94.840;94.615;94.720;1.589.015.045,82;83.867
WINQ20;29/06/2020;12:35:00;94.785;94.840;94.705;94.800;1.694.418.239,40;89.399
WINQ20;29/06/2020;12:30:00;94.910;95.070;94.760;94.785;2.364.953.394,46;124.580
WINQ20;29/06/2020;12:25:00;94.735;94.975;94.735;94.910;2.596.555.059,91;136.868
WINQ20;29/06/2020;12:20:00;94.555;94.765;94.470;94.740;2.263.258.387,94;119.629
WINQ20;29/06/2020;12:15:00;94.600;94.765;94.465;94.555;2.917.816.372,79;154.204
WINQ20;29/06/2020;12:10:00;94.760;94.770;94.600;94.605;1.593.379.391,89;84.153
WINQ20;29/06/2020;12:05:00;94.770;94.830;94.655;94.760;2.431.147.435,42;128.315
WINQ20;29/06/2020;12:00:00;94.850;94.900;94.755;94.770;2.142.027.500,10;112.950
WINQ20;29/06/2020;11:55:00;95.035;95.085;94.830;94.850;2.328.759.078,85;122.638
WINQ20;29/06/2020;11:50:00;95.145;95.350;95.025;95.040;3.407.065.453,31;178.949
WINQ20;29/06/2020;11:45:00;95.025;95.195;94.980;95.150;2.432.748.375,56;127.913
WINQ20;29/06/2020;11:40:00;95.090;95.175;94.890;95.020;2.280.140.021,15;119.981
WINQ20;29/06/2020;11:35:00;95.035;95.200;94.860;95.095;3.985.259.024,77;209.695
WINQ20;29/06/2020;11:30:00;95.030;95.180;95.005;95.030;2.181.286.499,78;114.702
WINQ20;29/06/2020;11:25:00;95.165;95.240;94.985;95.030;2.707.777.128,80;142.347
WINQ20;29/06/2020;11:20:00;94.950;95.195;94.820;95.160;3.630.653.226,54;191.106
WINQ20;29/06/2020;11:15:00;94.950;95.105;94.910;94.945;3.359.697.914,31;176.799
WINQ20;29/06/2020;11:10:00;94.685;95.010;94.595;94.950;3.839.966.751,59;202.523
WINQ20;29/06/2020;11:05:00;94.605;94.690;94.480;94.680;2.373.210.096,61;125.464
WINQ20;29/06/2020;11:00:00;94.325;94.615;94.280;94.605;3.935.816.015,19;208.325
WINQ20;29/06/2020;10:55:00;94.290;94.350;94.110;94.320;2.432.027.017,66;129.034
WINQ20;29/06/2020;10:50:00;94.045;94.365;93.945;94.290;3.769.148.729,77;200.172
WINQ20;29/06/2020;10:45:00;94.430;94.555;94.025;94.045;4.908.188.907,85;260.344
WINQ20;29/06/2020;10:40:00;94.445;94.545;94.155;94.430;5.519.394.085,92;292.565
WINQ20;29/06/2020;10:35:00;94.575;94.685;94.395;94.445;4.470.611.593,17;236.472
WINQ20;29/06/2020;10:30:00;94.925;95.025;94.525;94.575;4.984.062.647,00;262.971
WINQ20;29/06/2020;10:25:00;94.880;94.980;94.825;94.925;2.421.120.681,40;127.549
WINQ20;29/06/2020;10:20:00;94.675;94.925;94.645;94.880;2.506.602.132,66;132.172
WINQ20;29/06/2020;10:15:00;94.615;94.900;94.585;94.670;3.399.688.668,14;179.386
WINQ20;29/06/2020;10:10:00;94.600;94.665;94.510;94.615;2.165.386.293,54;114.468
WINQ20;29/06/2020;10:05:00;94.700;94.830;94.530;94.600;3.298.708.547,51;174.243
WINQ20;29/06/2020;10:00:00;94.640;94.790;94.600;94.705;3.496.992.558,50;184.631
WINQ20;29/06/2020;09:55:00;94.495;94.645;94.340;94.635;3.031.585.408,62;160.428
WINQ20;29/06/2020;09:50:00;94.600;94.670;94.480;94.495;1.311.544.448,74;69.340
WINQ20;29/06/2020;09:45:00;94.475;94.700;94.460;94.595;1.993.016.815,02;105.319
WINQ20;29/06/2020;09:40:00;94.565;94.635;94.410;94.470;1.861.532.856,07;98.476
WINQ20;29/06/2020;09:35:00;94.475;94.750;94.465;94.565;3.038.588.409,73;160.548
WINQ20;29/06/2020;09:30:00;94.365;94.535;94.340;94.470;1.622.765.065,49;85.913
WINQ20;29/06/2020;09:25:00;94.605;94.635;94.340;94.370;2.383.521.766,91;126.138
WINQ20;29/06/2020;09:20:00;94.530;94.830;94.470;94.605;3.035.540.614,72;160.378
WINQ20;29/06/2020;09:15:00;94.715;94.745;94.520;94.530;1.527.009.970,02;80.675
WINQ20;29/06/2020;09:10:00;94.620;94.755;94.545;94.720;1.831.655.597,61;96.765
WINQ20;29/06/2020;09:05:00;94.520;94.680;94.520;94.625;1.610.523.299,32;85.113
WINQ20;29/06/2020;09:00:00;94.230;94.525;94.155;94.525;1.554.425.053,47;82.348
WINQ20;26/06/2020;17:50:00;93.560;93.585;93.450;93.450;617.741.154,35;33.034
WINQ20;26/06/2020;17:45:00;93.495;93.660;93.485;93.560;709.871.927,73;37.929
WINQ20;26/06/2020;17:40:00;93.465;93.540;93.455;93.495;542.133.931,19;28.992
WINQ20;26/06/2020;17:35:00;93.535;93.540;93.420;93.460;927.527.726,00;49.611
WINQ20;26/06/2020;17:30:00;93.600;93.630;93.525;93.530;659.010.956,95;35.210
WINQ20;26/06/2020;17:25:00;93.760;93.760;93.580;93.595;1.035.958.415,62;55.302
WINQ20;26/06/2020;17:20:00;93.775;93.830;93.720;93.755;601.869.690,08;32.090
WINQ20;26/06/2020;17:15:00;93.775;93.800;93.725;93.770;560.102.479,44;29.866
WINQ20;26/06/2020;17:10:00;93.835;93.835;93.665;93.780;1.342.889.262,24;71.636
WINQ20;26/06/2020;17:05:00;93.890;93.945;93.825;93.835;1.098.336.871,52;58.486
WINQ20;26/06/2020;17:00:00;93.760;93.920;93.735;93.890;1.288.206.675,40;68.627
WINQ20;26/06/2020;16:55:00;93.750;93.820;93.690;93.760;1.798.904.340,04;95.934
WINQ20;26/06/2020;16:50:00;93.855;93.895;93.725;93.750;1.791.676.869,95;95.478
WINQ20;26/06/2020;16:45:00;93.905;94.040;93.830;93.850;2.354.354.887,40;125.323
WINQ20;26/06/2020;16:40:00;93.705;93.915;93.655;93.910;1.975.882.973,73;105.329
WINQ20;26/06/2020;16:35:00;93.720;93.745;93.605;93.710;1.986.966.269,90;106.068
WINQ20;26/06/2020;16:30:00;93.825;93.865;93.685;93.720;1.623.723.972,45;86.588
WINQ20;26/06/2020;16:25:00;93.740;93.855;93.670;93.825;1.775.917.918,71;94.696
WINQ20;26/06/2020;16:20:00;93.770;93.865;93.645;93.740;2.466.222.867,13;131.523
WINQ20;26/06/2020;16:15:00;93.885;93.935;93.740;93.770;1.524.178.595,94;81.217
WINQ20;26/06/2020;16:10:00;93.825;93.945;93.750;93.885;1.876.585.930,22;99.977
WINQ20;26/06/2020;16:05:00;93.910;93.925;93.680;93.825;2.872.370.438,26;153.150
WINQ20;26/06/2020;16:00:00;93.970;94.070;93.870;93.910;1.623.461.031,42;86.370
WINQ20;26/06/2020;15:55:00;93.955;94.020;93.835;93.970;1.931.564.858,07;102.827
WINQ20;26/06/2020;15:50:00;93.945;94.095;93.940;93.955;1.925.703.085,93;102.417
WINQ20;26/06/2020;15:45:00;94.080;94.100;93.885;93.950;2.487.087.451,38;132.310
WINQ20;26/06/2020;15:40:00;94.100;94.160;94.055;94.080;1.742.695.842,19;92.593
WINQ20;26/06/2020;15:35:00;94.255;94.260;94.095;94.100;2.134.437.222,03;113.329
WINQ20;26/06/2020;15:30:00;94.330;94.350;94.170;94.250;2.033.763.227,53;107.885
WINQ20;26/06/2020;15:25:00;94.470;94.490;94.245;94.330;2.260.873.862,92;119.819
WINQ20;26/06/2020;15:20:00;94.395;94.530;94.350;94.470;1.394.983.037,94;73.843
WINQ20;26/06/2020;15:15:00;94.375;94.465;94.300;94.405;1.525.158.764,89;80.798
WINQ20;26/06/2020;15:10:00;94.350;94.490;94.340;94.380;1.767.545.268,51;93.597
WINQ20;26/06/2020;15:05:00;94.350;94.390;94.285;94.350;1.119.253.926,79;59.323
WINQ20;26/06/2020;15:00:00;94.305;94.425;94.215;94.350;2.879.586.557,20;152.658
WINQ20;26/06/2020;14:55:00;94.485;94.515;94.295;94.305;1.466.711.047,02;77.682
WINQ20;26/06/2020;14:50:00;94.500;94.510;94.395;94.480;1.227.246.310,43;64.961
WINQ20;26/06/2020;14:45:00;94.415;94.535;94.330;94.495;2.599.145.327,04;137.618
WINQ20;26/06/2020;14:40:00;94.660;94.695;94.410;94.415;2.901.647.283,52;153.442
WINQ20;26/06/2020;14:35:00;94.710;94.835;94.635;94.665;2.332.510.191,93;123.109
WINQ20;26/06/2020;14:30:00;94.670;94.725;94.615;94.715;1.284.255.570,23;67.826
WINQ20;26/06/2020;14:25:00;94.740;94.745;94.620;94.665;1.645.025.692,65;86.870
WINQ20;26/06/2020;14:20:00;94.775;94.850;94.720;94.740;1.520.663.658,76;80.223
WINQ20;26/06/2020;14:15:00;94.775;94.805;94.700;94.780;1.398.628.229,96;73.811
WINQ20;26/06/2020;14:10:00;94.895;94.905;94.755;94.775;1.792.916.823,84;94.538
WINQ20;26/06/2020;14:05:00;94.895;95.060;94.865;94.900;2.038.761.430,48;107.367
WINQ20;26/06/2020;14:00:00;94.945;95.035;94.860;94.895;1.955.467.779,24;102.979
WINQ20;26/06/2020;13:55:00;94.840;95.010;94.800;94.945;1.776.503.234,61;93.606
WINQ20;26/06/2020;13:50:00;94.715;94.860;94.695;94.840;1.524.796.117,83;80.430
WINQ20;26/06/2020;13:45:00;94.695;94.765;94.600;94.715;1.769.297.021,50;93.442
WINQ20;26/06/2020;13:40:00;94.825;94.830;94.645;94.695;1.247.334.767,70;65.836
WINQ20;26/06/2020;13:35:00;94.695;94.830;94.635;94.825;1.295.021.751,41;68.356
WINQ20;26/06/2020;13:30:00;94.835;94.860;94.655;94.695;1.477.397.774,15;77.975
WINQ20;26/06/2020;13:25:00;94.800;94.855;94.745;94.835;1.082.773.446,20;57.104
WINQ20;26/06/2020;13:20:00;94.800;94.870;94.545;94.800;3.143.041.522,06;165.924
WINQ20;26/06/2020;13:15:00;94.900;94.925;94.750;94.805;1.461.748.859,89;77.073
WINQ20;26/06/2020;13:10:00;94.820;94.935;94.800;94.900;1.328.483.012,88;70.009
WINQ20;26/06/2020;13:05:00;94.925;94.930;94.725;94.820;2.014.767.838,18;106.251
WINQ20;26/06/2020;13:00:00;95.080;95.105;94.835;94.925;1.869.472.486,99;98.451
WINQ20;26/06/2020;12:55:00;94.965;95.165;94.930;95.080;1.621.529.830,32;85.303
WINQ20;26/06/2020;12:50:00;95.070;95.095;94.925;94.965;1.276.479.664,09;67.166
WINQ20;26/06/2020;12:45:00;94.935;95.090;94.845;95.070;1.550.226.857,18;81.606
WINQ20;26/06/2020;12:40:00;94.930;95.015;94.895;94.935;1.312.248.069,61;69.105
WINQ20;26/06/2020;12:35:00;94.810;95.015;94.780;94.935;1.718.194.053,70;90.521
WINQ20;26/06/2020;12:30:00;94.855;94.930;94.740;94.815;1.725.555.457,83;90.969
WINQ20;26/06/2020;12:25:00;94.755;94.900;94.665;94.855;1.996.161.472,87;105.300
WINQ20;26/06/2020;12:20:00;94.970;95.015;94.605;94.750;4.059.525.185,76;214.099
WINQ20;26/06/2020;12:15:00;95.315;95.320;94.960;94.975;2.871.654.629,21;150.909
WINQ20;26/06/2020;12:10:00;95.430;95.435;95.285;95.315;1.787.683.092,82;93.740
WINQ20;26/06/2020;12:05:00;95.275;95.430;95.185;95.425;2.134.249.912,07;111.944
WINQ20;26/06/2020;12:00:00;95.135;95.345;95.110;95.275;2.452.938.479,89;128.781
WINQ20;26/06/2020;11:55:00;95.055;95.180;94.970;95.130;2.261.418.472,90;118.916
WINQ20;26/06/2020;11:50:00;95.050;95.195;94.885;95.060;3.059.178.985,89;160.908
WINQ20;26/06/2020;11:45:00;95.130;95.235;95.020;95.050;2.550.910.491,38;134.075
WINQ20;26/06/2020;11:40:00;95.015;95.155;94.795;95.130;3.694.157.779,31;194.480
WINQ20;26/06/2020;11:35:00;95.030;95.140;94.930;95.010;2.693.683.525,30;141.722
WINQ20;26/06/2020;11:30:00;95.190;95.365;94.935;95.020;3.779.083.571,75;198.543
WINQ20;26/06/2020;11:25:00;95.125;95.315;94.970;95.190;3.851.908.608,99;202.393
WINQ20;26/06/2020;11:20:00;95.210;95.235;94.870;95.125;3.664.344.634,07;192.777
WINQ20;26/06/2020;11:15:00;95.370;95.415;95.115;95.215;2.831.552.033,70;148.616
WINQ20;26/06/2020;11:10:00;95.415;95.475;95.035;95.370;3.781.247.847,97;198.542
WINQ20;26/06/2020;11:05:00;95.200;95.445;95.125;95.415;3.040.265.387,74;159.532
WINQ20;26/06/2020;11:00:00;95.580;95.640;95.170;95.200;4.212.675.361,28;220.747
WINQ20;26/06/2020;10:55:00;95.325;95.600;95.225;95.585;3.389.902.247,04;177.670
WINQ20;26/06/2020;10:50:00;95.300;95.370;95.075;95.325;4.011.920.038,42;210.694
