Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINQ20;31/07/2020;17:50:00;103.165;103.175;102.955;103.100;949.273.847,01;46.046
WINQ20;31/07/2020;17:45:00;103.075;103.240;103.060;103.165;914.276.013,48;44.319
WINQ20;31/07/2020;17:40:00;103.090;103.120;103.035;103.080;680.706.380,03;33.019
WINQ20;31/07/2020;17:35:00;103.140;103.205;103.045;103.090;1.116.674.215,46;54.143
WINQ20;31/07/2020;17:30:00;103.055;103.200;103.000;103.140;1.408.633.395,78;68.317
WINQ20;31/07/2020;17:25:00;103.220;103.285;102.960;103.060;1.834.867.458,05;88.958
WINQ20;31/07/2020;17:20:00;103.225;103.295;103.160;103.220;1.269.010.772,72;61.468
WINQ20;31/07/2020;17:15:00;103.065;103.245;103.060;103.225;1.333.635.527,67;64.646
WINQ20;31/07/2020;17:10:00;103.100;103.115;103.020;103.065;1.257.819.532,54;61.017
WINQ20;31/07/2020;17:05:00;103.145;103.245;103.050;103.100;1.825.969.772,96;88.508
WINQ20;31/07/2020;17:00:00;103.325;103.335;103.110;103.145;2.243.021.807,07;108.660
WINQ20;31/07/2020;16:55:00;103.135;103.360;103.095;103.325;3.475.550.514,30;168.316
WINQ20;31/07/2020;16:50:00;103.090;103.190;103.045;103.135;2.454.959.358,23;119.036
WINQ20;31/07/2020;16:45:00;102.955;103.160;102.955;103.095;3.065.926.792,21;148.754
WINQ20;31/07/2020;16:40:00;102.880;102.970;102.755;102.955;2.815.607.231,57;136.877
WINQ20;31/07/2020;16:35:00;102.960;103.015;102.870;102.880;1.520.720.187,45;73.861
WINQ20;31/07/2020;16:30:00;102.925;103.035;102.880;102.960;1.792.442.322,45;87.044
WINQ20;31/07/2020;16:25:00;103.005;103.075;102.870;102.920;2.117.520.248,22;102.827
WINQ20;31/07/2020;16:20:00;102.950;103.075;102.865;103.005;2.608.529.066,47;126.656
WINQ20;31/07/2020;16:15:00;103.010;103.030;102.805;102.945;3.372.877.590,75;163.892
WINQ20;31/07/2020;16:10:00;103.145;103.170;102.970;103.010;2.221.992.501,77;107.814
WINQ20;31/07/2020;16:05:00;103.250;103.305;103.070;103.145;2.478.739.101,54;120.113
WINQ20;31/07/2020;16:00:00;103.235;103.255;103.035;103.250;2.806.853.123,37;136.057
WINQ20;31/07/2020;15:55:00;103.155;103.260;103.115;103.240;2.554.114.280,61;123.747
WINQ20;31/07/2020;15:50:00;103.010;103.175;102.990;103.155;1.700.547.928,06;82.478
WINQ20;31/07/2020;15:45:00;102.930;103.125;102.905;103.010;2.574.980.431,96;124.981
WINQ20;31/07/2020;15:40:00;102.875;102.960;102.810;102.930;2.060.922.475,44;100.153
WINQ20;31/07/2020;15:35:00;102.910;102.950;102.815;102.870;1.863.190.473,52;90.540
WINQ20;31/07/2020;15:30:00;102.915;102.950;102.825;102.910;1.552.175.025,90;75.427
WINQ20;31/07/2020;15:25:00;102.780;102.940;102.765;102.915;1.925.445.327,41;93.575
WINQ20;31/07/2020;15:20:00;102.720;102.825;102.695;102.775;1.517.101.354,38;73.812
WINQ20;31/07/2020;15:15:00;102.685;102.775;102.620;102.720;2.355.021.502,71;114.656
WINQ20;31/07/2020;15:10:00;102.795;102.835;102.670;102.680;3.094.493.523,66;150.584
WINQ20;31/07/2020;15:05:00;103.045;103.075;102.745;102.800;4.078.782.943,18;198.194
WINQ20;31/07/2020;15:00:00;102.990;103.145;102.920;103.045;3.229.375.856,62;156.721
WINQ20;31/07/2020;14:55:00;103.175;103.200;102.970;102.990;3.215.210.848,38;155.980
WINQ20;31/07/2020;14:50:00;103.290;103.330;103.170;103.180;1.469.247.793,66;71.148
WINQ20;31/07/2020;14:45:00;103.305;103.320;103.200;103.290;1.516.185.115,35;73.410
WINQ20;31/07/2020;14:40:00;103.135;103.335;103.135;103.305;1.960.710.096,89;94.938
WINQ20;31/07/2020;14:35:00;103.155;103.215;103.115;103.135;1.452.739.610,40;70.413
WINQ20;31/07/2020;14:30:00;103.235;103.295;103.130;103.155;2.043.354.469,13;98.990
WINQ20;31/07/2020;14:25:00;103.320;103.380;103.150;103.235;2.614.428.171,50;126.609
WINQ20;31/07/2020;14:20:00;103.290;103.400;103.260;103.325;2.041.000.937,04;98.752
WINQ20;31/07/2020;14:15:00;103.225;103.330;103.165;103.290;2.075.605.868,58;100.506
WINQ20;31/07/2020;14:10:00;103.260;103.290;103.185;103.215;1.479.819.415,79;71.680
WINQ20;31/07/2020;14:05:00;103.100;103.290;103.090;103.265;2.554.332.144,64;123.730
WINQ20;31/07/2020;14:00:00;103.060;103.140;103.010;103.100;1.661.094.009,49;80.573
WINQ20;31/07/2020;13:55:00;103.080;103.085;102.950;103.065;2.871.637.414,30;139.375
WINQ20;31/07/2020;13:50:00;103.105;103.195;103.035;103.080;2.621.386.718,61;127.121
WINQ20;31/07/2020;13:45:00;103.210;103.265;103.070;103.110;1.793.091.243,42;86.893
WINQ20;31/07/2020;13:40:00;103.155;103.265;103.145;103.205;1.582.084.089,30;76.644
WINQ20;31/07/2020;13:35:00;103.185;103.260;103.070;103.150;3.547.553.711,29;171.961
WINQ20;31/07/2020;13:30:00;103.460;103.465;103.145;103.185;3.527.732.864,95;170.779
WINQ20;31/07/2020;13:25:00;103.465;103.540;103.440;103.460;1.513.145.118,32;73.107
WINQ20;31/07/2020;13:20:00;103.355;103.485;103.335;103.465;2.190.154.773,25;105.890
WINQ20;31/07/2020;13:15:00;103.590;103.610;103.315;103.355;3.092.112.437,58;149.457
WINQ20;31/07/2020;13:10:00;103.430;103.610;103.420;103.590;2.486.580.584,73;120.091
WINQ20;31/07/2020;13:05:00;103.420;103.510;103.305;103.430;3.148.558.326,42;152.225
WINQ20;31/07/2020;13:00:00;103.495;103.515;103.365;103.420;3.357.575.883,46;162.305
WINQ20;31/07/2020;12:55:00;103.815;103.820;103.350;103.495;4.590.222.445,64;221.559
WINQ20;31/07/2020;12:50:00;103.865;103.920;103.795;103.815;2.127.845.092,37;102.435
WINQ20;31/07/2020;12:45:00;103.790;103.885;103.690;103.865;2.780.634.654,98;133.961
WINQ20;31/07/2020;12:40:00;103.785;103.845;103.765;103.795;1.428.790.744,07;68.822
WINQ20;31/07/2020;12:35:00;103.930;103.960;103.730;103.785;2.650.814.251,99;127.654
WINQ20;31/07/2020;12:30:00;104.000;104.040;103.890;103.930;1.509.659.879,21;72.607
WINQ20;31/07/2020;12:25:00;103.965;104.070;103.945;104.005;1.408.800.884,79;67.721
WINQ20;31/07/2020;12:20:00;103.965;104.050;103.905;103.965;1.754.563.011,78;84.375
WINQ20;31/07/2020;12:15:00;104.040;104.115;103.885;103.965;3.158.975.067,71;151.839
WINQ20;31/07/2020;12:10:00;103.930;104.065;103.905;104.040;2.053.340.271,32;98.727
WINQ20;31/07/2020;12:05:00;103.960;104.015;103.885;103.925;2.279.938.042,54;109.652
WINQ20;31/07/2020;12:00:00;103.915;103.970;103.820;103.955;2.578.255.737,95;124.077
WINQ20;31/07/2020;11:55:00;103.770;103.920;103.710;103.915;2.297.069.398,84;110.627
WINQ20;31/07/2020;11:50:00;103.845;103.930;103.700;103.765;3.445.169.308,73;165.937
WINQ20;31/07/2020;11:45:00;103.930;103.955;103.665;103.840;4.240.488.291,40;204.246
WINQ20;31/07/2020;11:40:00;104.010;104.015;103.860;103.925;2.599.751.867,23;125.072
WINQ20;31/07/2020;11:35:00;103.855;104.080;103.800;104.010;3.012.528.038,41;144.883
WINQ20;31/07/2020;11:30:00;103.890;103.950;103.770;103.860;2.608.977.250,39;125.587
WINQ20;31/07/2020;11:25:00;103.920;103.975;103.800;103.890;2.764.792.080,68;133.057
WINQ20;31/07/2020;11:20:00;103.890;103.985;103.635;103.920;5.762.696.706,83;277.592
WINQ20;31/07/2020;11:15:00;104.030;104.030;103.840;103.890;2.660.926.130,13;128.026
WINQ20;31/07/2020;11:10:00;104.025;104.120;103.880;104.030;3.452.711.868,95;165.984
WINQ20;31/07/2020;11:05:00;103.940;104.045;103.785;104.030;4.173.218.221,39;200.797
WINQ20;31/07/2020;11:00:00;104.170;104.225;103.875;103.935;4.675.775.454,01;224.750
WINQ20;31/07/2020;10:55:00;104.085;104.170;103.945;104.170;3.188.115.186,20;153.160
WINQ20;31/07/2020;10:50:00;104.070;104.125;103.785;104.085;6.786.445.206,82;326.470
WINQ20;31/07/2020;10:45:00;104.400;104.420;104.035;104.065;5.473.702.105,18;262.750
WINQ20;31/07/2020;10:40:00;104.265;104.440;104.150;104.405;4.775.495.460,74;228.933
WINQ20;31/07/2020;10:35:00;104.645;104.655;104.205;104.265;7.688.604.173,87;368.129
WINQ20;31/07/2020;10:30:00;105.095;105.120;104.620;104.645;7.849.089.069,12;374.405
WINQ20;31/07/2020;10:25:00;105.115;105.150;105.050;105.100;2.187.811.133,39;104.081
WINQ20;31/07/2020;10:20:00;105.125;105.175;105.070;105.115;2.564.099.780,92;121.965
WINQ20;31/07/2020;10:15:00;105.375;105.405;105.105;105.130;4.362.860.944,42;207.306
WINQ20;31/07/2020;10:10:00;105.320;105.415;105.295;105.370;2.489.591.711,79;118.139
WINQ20;31/07/2020;10:05:00;105.275;105.330;105.235;105.315;2.320.216.440,26;110.190
WINQ20;31/07/2020;10:00:00;105.495;105.555;105.230;105.270;4.530.031.015,79;214.933
WINQ20;31/07/2020;09:55:00;105.395;105.500;105.360;105.490;1.827.552.542,90;86.680
WINQ20;31/07/2020;09:50:00;105.310;105.395;105.300;105.395;1.188.935.269,55;56.433
WINQ20;31/07/2020;09:45:00;105.375;105.405;105.280;105.310;1.855.128.479,36;88.060
WINQ20;31/07/2020;09:40:00;105.345;105.390;105.325;105.380;890.539.207,13;42.262
WINQ20;31/07/2020;09:35:00;105.350;105.390;105.310;105.350;1.182.663.162,44;56.128
WINQ20;31/07/2020;09:30:00;105.430;105.505;105.325;105.355;2.157.849.478,75;102.364
WINQ20;31/07/2020;09:25:00;105.510;105.525;105.410;105.430;1.129.080.932,59;53.530
WINQ20;31/07/2020;09:20:00;105.550;105.585;105.465;105.515;1.304.576.317,18;61.813
WINQ20;31/07/2020;09:15:00;105.470;105.555;105.430;105.555;1.256.318.978,43;59.543
WINQ20;31/07/2020;09:10:00;105.585;105.605;105.440;105.475;1.609.064.181,66;76.259
WINQ20;31/07/2020;09:05:00;105.695;105.740;105.575;105.580;1.459.903.357,45;69.094
WINQ20;31/07/2020;09:00:00;105.420;105.795;105.300;105.695;2.392.148.253,30;113.255
WINQ20;30/07/2020;17:50:00;105.700;105.840;105.540;105.840;924.210.072,67;43.726
WINQ20;30/07/2020;17:45:00;105.755;105.765;105.680;105.705;613.728.413,06;29.028
WINQ20;30/07/2020;17:40:00;105.745;105.855;105.675;105.755;1.066.796.081,74;50.436
WINQ20;30/07/2020;17:35:00;105.785;105.880;105.705;105.750;1.735.772.233,68;82.037
WINQ20;30/07/2020;17:30:00;105.525;105.800;105.490;105.785;2.010.994.580,73;95.163
WINQ20;30/07/2020;17:25:00;105.515;105.550;105.450;105.530;654.033.837,65;30.996
WINQ20;30/07/2020;17:20:00;105.475;105.590;105.405;105.515;1.191.843.697,61;56.492
WINQ20;30/07/2020;17:15:00;105.440;105.495;105.390;105.475;855.948.248,63;40.590
WINQ20;30/07/2020;17:10:00;105.175;105.595;105.145;105.445;3.844.509.789,86;182.387
WINQ20;30/07/2020;17:05:00;105.040;105.180;105.020;105.175;1.635.185.779,26;77.796
WINQ20;30/07/2020;17:00:00;105.045;105.090;105.000;105.040;1.076.135.009,94;51.226
WINQ20;30/07/2020;16:55:00;105.080;105.110;105.020;105.050;1.147.714.979,03;54.621
WINQ20;30/07/2020;16:50:00;105.070;105.140;105.040;105.080;1.294.776.574,19;61.603
WINQ20;30/07/2020;16:45:00;105.045;105.090;104.980;105.070;1.446.889.026,44;68.877
WINQ20;30/07/2020;16:40:00;105.070;105.100;105.020;105.040;1.210.086.857,93;57.589
WINQ20;30/07/2020;16:35:00;105.160;105.185;105.050;105.075;1.701.805.501,22;80.942
WINQ20;30/07/2020;16:30:00;105.120;105.185;105.085;105.155;1.730.500.170,64;82.299
WINQ20;30/07/2020;16:25:00;105.065;105.125;105.040;105.125;878.539.343,02;41.806
WINQ20;30/07/2020;16:20:00;105.125;105.155;105.030;105.065;1.951.449.010,92;92.853
WINQ20;30/07/2020;16:15:00;104.995;105.145;104.935;105.120;2.436.382.340,12;115.973
WINQ20;30/07/2020;16:10:00;104.905;105.025;104.895;104.995;1.797.384.634,71;85.618
WINQ20;30/07/2020;16:05:00;104.900;104.985;104.865;104.910;1.774.399.818,37;84.558
WINQ20;30/07/2020;16:00:00;104.865;104.950;104.835;104.900;1.686.725.137,06;80.405
WINQ20;30/07/2020;15:55:00;104.870;104.925;104.805;104.865;1.493.981.279,12;71.235
WINQ20;30/07/2020;15:50:00;104.915;104.940;104.805;104.870;1.937.332.897,68;92.373
WINQ20;30/07/2020;15:45:00;104.945;105.060;104.910;104.920;2.211.283.601,80;105.313
WINQ20;30/07/2020;15:40:00;104.890;104.975;104.885;104.950;1.060.148.594,75;50.509
WINQ20;30/07/2020;15:35:00;104.955;105.010;104.870;104.895;1.438.883.031,34;68.566
WINQ20;30/07/2020;15:30:00;104.900;104.985;104.885;104.960;1.490.343.162,15;71.014
WINQ20;30/07/2020;15:25:00;104.960;104.990;104.850;104.900;1.723.059.778,60;82.116
WINQ20;30/07/2020;15:20:00;104.885;104.965;104.820;104.960;2.079.232.240,87;99.102
WINQ20;30/07/2020;15:15:00;104.805;104.920;104.780;104.885;1.770.896.731,28;84.440
WINQ20;30/07/2020;15:10:00;104.935;104.935;104.800;104.800;1.971.292.222,22;93.995
WINQ20;30/07/2020;15:05:00;104.850;104.965;104.815;104.935;1.826.871.175,08;87.093
WINQ20;30/07/2020;15:00:00;104.915;104.950;104.800;104.850;2.098.809.537,05;100.070
WINQ20;30/07/2020;14:55:00;105.075;105.080;104.900;104.920;1.629.721.364,15;77.624
WINQ20;30/07/2020;14:50:00;104.925;105.110;104.920;105.075;2.289.559.188,94;108.991
WINQ20;30/07/2020;14:45:00;104.965;105.050;104.900;104.930;2.319.142.188,41;110.462
WINQ20;30/07/2020;14:40:00;104.780;105.010;104.765;104.970;2.499.083.709,02;119.118
WINQ20;30/07/2020;14:35:00;104.835;104.850;104.720;104.775;2.265.800.970,47;108.123
WINQ20;30/07/2020;14:30:00;104.850;104.875;104.750;104.835;2.490.112.694,75;118.796
WINQ20;30/07/2020;14:25:00;105.045;105.085;104.840;104.850;2.588.448.172,36;123.317
WINQ20;30/07/2020;14:20:00;105.060;105.170;105.015;105.050;1.761.482.590,10;83.813
WINQ20;30/07/2020;14:15:00;105.165;105.220;105.020;105.060;2.200.849.633,60;104.684
WINQ20;30/07/2020;14:10:00;105.110;105.210;105.060;105.165;1.859.723.143,52;88.442
WINQ20;30/07/2020;14:05:00;105.070;105.145;105.035;105.105;1.712.318.427,37;81.462
WINQ20;30/07/2020;14:00:00;104.980;105.095;104.935;105.070;1.503.225.433,27;71.566
WINQ20;30/07/2020;13:55:00;105.065;105.070;104.950;104.980;1.418.398.374,01;67.539
WINQ20;30/07/2020;13:50:00;105.065;105.155;105.050;105.065;1.838.215.156,22;87.449
WINQ20;30/07/2020;13:45:00;105.020;105.075;104.955;105.070;1.393.430.966,63;66.346
WINQ20;30/07/2020;13:40:00;105.105;105.125;104.970;105.025;1.945.178.082,82;92.592
WINQ20;30/07/2020;13:35:00;105.150;105.205;105.095;105.105;1.265.290.423,76;60.170
WINQ20;30/07/2020;13:30:00;105.125;105.215;105.100;105.150;1.376.612.438,40;65.458
WINQ20;30/07/2020;13:25:00;105.190;105.205;105.095;105.125;1.345.834.576,95;64.001
WINQ20;30/07/2020;13:20:00;105.160;105.230;105.110;105.190;2.072.706.682,72;98.549
WINQ20;30/07/2020;13:15:00;105.030;105.280;105.025;105.155;4.423.525.061,59;210.290
WINQ20;30/07/2020;13:10:00;104.920;105.030;104.850;105.025;2.338.098.782,69;111.413
WINQ20;30/07/2020;13:05:00;104.980;105.100;104.910;104.925;2.279.548.124,81;108.537
WINQ20;30/07/2020;13:00:00;104.875;105.070;104.870;104.985;3.163.576.235,95;150.656
WINQ20;30/07/2020;12:55:00;104.825;104.935;104.820;104.875;2.482.423.417,83;118.350
WINQ20;30/07/2020;12:50:00;104.730;104.840;104.720;104.830;2.126.313.921,37;101.465
WINQ20;30/07/2020;12:45:00;104.760;104.775;104.640;104.735;1.637.914.771,19;78.219
WINQ20;30/07/2020;12:40:00;104.615;104.775;104.610;104.760;1.838.498.536,17;87.786
WINQ20;30/07/2020;12:35:00;104.615;104.710;104.585;104.610;2.177.890.275,17;104.057
WINQ20;30/07/2020;12:30:00;104.550;104.640;104.490;104.615;2.123.112.966,38;101.532
WINQ20;30/07/2020;12:25:00;104.655;104.685;104.495;104.555;2.312.454.965,19;110.562
WINQ20;30/07/2020;12:20:00;104.470;104.795;104.455;104.655;4.923.035.733,79;235.259
WINQ20;30/07/2020;12:15:00;104.210;104.475;104.170;104.465;2.547.348.987,69;122.115
WINQ20;30/07/2020;12:10:00;104.305;104.320;104.185;104.205;1.895.672.321,05;90.916
WINQ20;30/07/2020;12:05:00;104.270;104.355;104.265;104.305;1.639.401.621,26;78.582
WINQ20;30/07/2020;12:00:00;104.235;104.300;104.170;104.270;2.199.180.485,56;105.480
WINQ20;30/07/2020;11:55:00;104.135;104.245;104.050;104.240;1.959.893.596,02;94.078
WINQ20;30/07/2020;11:50:00;104.075;104.185;104.025;104.135;2.013.425.285,83;96.700
WINQ20;30/07/2020;11:45:00;104.015;104.210;103.965;104.080;2.719.966.022,29;130.649
WINQ20;30/07/2020;11:40:00;104.160;104.235;103.930;104.020;4.639.104.516,50;222.919
WINQ20;30/07/2020;11:35:00;104.335;104.360;104.105;104.155;3.161.244.126,79;151.675
WINQ20;30/07/2020;11:30:00;104.295;104.380;104.200;104.330;2.996.748.766,33;143.659
WINQ20;30/07/2020;11:25:00;104.190;104.310;104.140;104.300;2.801.863.109,46;134.420
WINQ20;30/07/2020;11:20:00;104.245;104.250;104.000;104.195;5.161.382.141,45;247.892
WINQ20;30/07/2020;11:15:00;104.350;104.375;104.175;104.245;3.638.294.496,87;174.462
WINQ20;30/07/2020;11:10:00;104.465;104.530;104.330;104.350;3.202.446.783,32;153.326
WINQ20;30/07/2020;11:05:00;104.330;104.480;104.160;104.465;4.595.322.271,02;220.284
WINQ20;30/07/2020;11:00:00;104.440;104.440;104.220;104.330;5.504.342.643,45;263.856
WINQ20;30/07/2020;10:55:00;104.625;104.660;104.430;104.435;4.947.840.111,09;236.659
WINQ20;30/07/2020;10:50:00;104.745;104.760;104.590;104.625;4.005.812.047,14;191.370
WINQ20;30/07/2020;10:45:00;104.750;104.950;104.720;104.745;4.445.080.464,69;212.018
WINQ20;30/07/2020;10:40:00;104.880;104.960;104.665;104.745;5.062.625.691,74;241.557
WINQ20;30/07/2020;10:35:00;105.210;105.230;104.795;104.885;5.602.480.322,00;266.865
WINQ20;30/07/2020;10:30:00;105.095;105.235;104.965;105.210;5.673.023.946,05;269.828
WINQ20;30/07/2020;10:25:00;105.130;105.195;105.060;105.095;2.305.480.726,13;109.644
WINQ20;30/07/2020;10:20:00;105.080;105.205;105.025;105.130;3.682.787.151,52;175.170
WINQ20;30/07/2020;10:15:00;104.840;105.090;104.790;105.080;4.513.182.765,81;214.957
WINQ20;30/07/2020;10:10:00;104.760;104.840;104.705;104.835;2.355.972.310,76;112.428
WINQ20;30/07/2020;10:05:00;104.750;104.785;104.635;104.765;2.616.675.630,59;124.940
WINQ20;30/07/2020;10:00:00;104.640;104.800;104.470;104.750;4.780.901.749,52;228.463
WINQ20;30/07/2020;09:55:00;104.585;104.690;104.495;104.640;3.049.507.737,02;145.771
WINQ20;30/07/2020;09:50:00;104.735;104.765;104.525;104.585;4.880.231.848,97;233.168
WINQ20;30/07/2020;09:45:00;104.880;104.935;104.735;104.735;2.188.728.931,32;104.382
WINQ20;30/07/2020;09:40:00;104.900;104.945;104.810;104.880;2.089.903.613,89;99.631
WINQ20;30/07/2020;09:35:00;104.730;104.935;104.680;104.900;2.533.557.732,34;120.864
WINQ20;30/07/2020;09:30:00;104.790;104.865;104.695;104.730;1.946.565.363,61;92.895
WINQ20;30/07/2020;09:25:00;104.825;104.875;104.740;104.795;1.150.244.680,92;54.878
WINQ20;30/07/2020;09:20:00;104.770;104.860;104.760;104.830;1.689.964.642,83;80.621
WINQ20;30/07/2020;09:15:00;104.675;104.795;104.665;104.770;1.093.862.623,08;52.224
WINQ20;30/07/2020;09:10:00;104.790;104.835;104.600;104.680;1.810.623.084,65;86.455
WINQ20;30/07/2020;09:05:00;104.740;104.815;104.620;104.785;2.451.299.017,12;117.036
WINQ20;30/07/2020;09:00:00;104.820;104.955;104.700;104.740;2.192.590.699,34;104.584
WINQ20;29/07/2020;17:50:00;105.455;105.525;105.385;105.425;600.892.142,89;28.497
WINQ20;29/07/2020;17:45:00;105.520;105.525;105.385;105.465;830.457.810,24;39.372
WINQ20;29/07/2020;17:40:00;105.500;105.520;105.460;105.515;411.150.307,05;19.487
WINQ20;29/07/2020;17:35:00;105.460;105.530;105.460;105.500;485.282.279,13;22.999
WINQ20;29/07/2020;17:30:00;105.455;105.480;105.420;105.465;508.224.063,49;24.098
WINQ20;29/07/2020;17:25:00;105.510;105.515;105.450;105.455;464.718.347,84;22.029
WINQ20;29/07/2020;17:20:00;105.480;105.530;105.465;105.510;662.273.275,75;31.387
WINQ20;29/07/2020;17:15:00;105.455;105.500;105.410;105.485;634.311.657,35;30.076
WINQ20;29/07/2020;17:10:00;105.440;105.485;105.385;105.455;1.053.734.211,52;49.971
WINQ20;29/07/2020;17:05:00;105.530;105.550;105.415;105.445;1.213.420.012,88;57.521
WINQ20;29/07/2020;17:00:00;105.560;105.580;105.490;105.535;1.040.817.632,36;49.316
WINQ20;29/07/2020;16:55:00;105.560;105.595;105.515;105.565;1.198.695.056,70;56.781
WINQ20;29/07/2020;16:50:00;105.555;105.580;105.490;105.555;1.485.873.601,93;70.396
WINQ20;29/07/2020;16:45:00;105.590;105.600;105.475;105.560;1.956.048.099,88;92.662
WINQ20;29/07/2020;16:40:00;105.580;105.620;105.535;105.590;1.074.452.130,83;50.884
WINQ20;29/07/2020;16:35:00;105.565;105.665;105.515;105.580;1.994.586.550,41;94.443
WINQ20;29/07/2020;16:30:00;105.495;105.635;105.450;105.560;2.149.021.678,69;101.801
WINQ20;29/07/2020;16:25:00;105.570;105.625;105.390;105.495;2.774.236.811,92;131.486
WINQ20;29/07/2020;16:20:00;105.515;105.645;105.500;105.575;2.627.926.247,73;124.452
WINQ20;29/07/2020;16:15:00;105.405;105.540;105.375;105.515;2.087.921.942,85;99.001
WINQ20;29/07/2020;16:10:00;105.400;105.470;105.335;105.410;2.238.317.770,09;106.183
WINQ20;29/07/2020;16:05:00;105.260;105.445;105.250;105.395;2.255.899.472,33;107.032
WINQ20;29/07/2020;16:00:00;105.305;105.415;105.215;105.255;4.131.806.325,06;196.177
WINQ20;29/07/2020;15:55:00;105.550;105.555;105.270;105.310;3.533.702.830,15;167.601
WINQ20;29/07/2020;15:50:00;105.665;105.740;105.535;105.555;2.276.922.087,57;107.779
WINQ20;29/07/2020;15:45:00;105.765;105.775;105.640;105.665;1.588.651.671,44;75.147
WINQ20;29/07/2020;15:40:00;105.720;105.790;105.635;105.765;2.566.165.008,89;121.367
WINQ20;29/07/2020;15:35:00;105.520;105.745;105.520;105.720;3.761.086.087,51;177.964
WINQ20;29/07/2020;15:30:00;105.370;105.575;105.350;105.520;2.861.015.661,17;135.610
WINQ20;29/07/2020;15:25:00;105.445;105.460;105.325;105.360;1.715.692.846,29;81.394
WINQ20;29/07/2020;15:20:00;105.460;105.480;105.425;105.445;767.544.032,32;36.394
WINQ20;29/07/2020;15:15:00;105.470;105.515;105.420;105.465;1.570.247.699,15;74.439
WINQ20;29/07/2020;15:10:00;105.385;105.490;105.350;105.465;1.634.299.914,10;77.511
WINQ20;29/07/2020;15:05:00;105.345;105.425;105.285;105.385;1.559.393.518,98;74.006
WINQ20;29/07/2020;15:00:00;105.300;105.585;105.230;105.345;5.267.006.363,70;249.857
WINQ20;29/07/2020;14:55:00;105.315;105.350;105.225;105.295;1.459.589.070,52;69.310
WINQ20;29/07/2020;14:50:00;105.345;105.375;105.285;105.315;1.248.267.735,41;59.256
WINQ20;29/07/2020;14:45:00;105.250;105.400;105.200;105.340;2.759.485.526,70;131.016
WINQ20;29/07/2020;14:40:00;105.255;105.315;105.240;105.250;1.772.680.828,17;84.193
WINQ20;29/07/2020;14:35:00;105.205;105.260;105.150;105.255;1.461.855.805,59;69.476
WINQ20;29/07/2020;14:30:00;105.195;105.230;105.160;105.205;1.335.789.274,70;63.487
WINQ20;29/07/2020;14:25:00;105.165;105.215;105.125;105.195;1.931.015.491,52;91.797
WINQ20;29/07/2020;14:20:00;105.080;105.180;105.075;105.165;1.673.857.247,73;79.607
WINQ20;29/07/2020;14:15:00;104.980;105.130;104.965;105.080;2.516.779.608,19;119.772
WINQ20;29/07/2020;14:10:00;104.945;104.990;104.895;104.980;1.043.163.745,43;49.700
WINQ20;29/07/2020;14:05:00;104.890;104.960;104.855;104.940;1.459.776.723,58;69.575
WINQ20;29/07/2020;14:00:00;104.985;105.015;104.875;104.890;1.614.443.343,89;76.926
WINQ20;29/07/2020;13:55:00;104.950;105.030;104.935;104.985;1.117.854.924,54;53.238
WINQ20;29/07/2020;13:50:00;105.000;105.065;104.910;104.945;1.506.481.693,28;71.744
WINQ20;29/07/2020;13:45:00;104.960;105.045;104.930;105.005;1.060.669.126,70;50.515
WINQ20;29/07/2020;13:40:00;104.920;105.035;104.910;104.960;1.899.486.044,13;90.474
WINQ20;29/07/2020;13:35:00;105.050;105.095;104.890;104.925;2.397.112.128,45;114.163
WINQ20;29/07/2020;13:30:00;105.025;105.070;104.945;105.050;2.545.516.628,68;121.215
WINQ20;29/07/2020;13:25:00;105.065;105.105;105.025;105.030;834.037.432,33;39.691
WINQ20;29/07/2020;13:20:00;105.035;105.095;105.005;105.065;1.514.049.355,40;72.061
WINQ20;29/07/2020;13:15:00;105.110;105.110;105.000;105.030;1.850.605.785,35;88.083
WINQ20;29/07/2020;13:10:00;105.115;105.155;105.070;105.105;1.497.892.070,16;71.255
WINQ20;29/07/2020;13:05:00;105.225;105.230;105.090;105.115;2.070.592.686,59;98.460
WINQ20;29/07/2020;13:00:00;105.270;105.300;105.210;105.225;1.484.188.193,92;70.507
WINQ20;29/07/2020;12:55:00;105.295;105.320;105.240;105.265;932.811.497,78;44.301
WINQ20;29/07/2020;12:50:00;105.275;105.315;105.260;105.295;855.014.706,64;40.604
WINQ20;29/07/2020;12:45:00;105.265;105.345;105.250;105.275;1.515.572.864,37;71.963
WINQ20;29/07/2020;12:40:00;105.240;105.320;105.230;105.270;1.329.710.169,62;63.155
WINQ20;29/07/2020;12:35:00;105.170;105.275;105.160;105.240;1.013.636.844,97;48.170
WINQ20;29/07/2020;12:30:00;105.215;105.245;105.165;105.165;780.485.407,53;37.095
WINQ20;29/07/2020;12:25:00;105.220;105.265;105.155;105.220;1.464.040.478,64;69.577
WINQ20;29/07/2020;12:20:00;105.150;105.230;105.145;105.215;1.120.301.189,56;53.252
WINQ20;29/07/2020;12:15:00;105.155;105.215;105.120;105.150;1.313.105.788,40;62.433
WINQ20;29/07/2020;12:10:00;105.185;105.215;105.115;105.155;1.033.682.967,28;49.147
WINQ20;29/07/2020;12:05:00;105.220;105.240;105.150;105.190;1.251.935.803,51;59.506
WINQ20;29/07/2020;12:00:00;105.200;105.255;105.155;105.220;1.828.810.029,02;86.912
